Gene Name,ORF,SD Localization,SD Intensity (Median),SD STD,N' NOP1pr-GFP in SD Localization,N' NOP1pr-GFP in SD Intensity,N' TEF2pr-mCherry in SD Localization,N' TEF2pr-mCherry in SD Intensity,N' NATIVEpr-GFP in SD Localization,N' NATIVEpr-GFP in SD Intensity,N' TEF2pr-VC and Cyto-VN in SD Localization,N' TEF2pr-VC and Cyto-VN in SD Intensity,DTT Localization,DTT Intensity (Median),DTT Fold Change,Significance of DTT Intensity (Median) Change,DTT STD,H2O2 Localization,H2O2 Intensity (Median),H2O2 Fold Change,Significance of H2O2 Intensity (Median) Change,H2O2 STD,Starvation Localization,Starvation Intensity (Median),Starvation Fold Change,Significance of Starvation Intensity (Median) Change,Starvation STD,Pup2 DAmP Localization,MA3 Localization,MA3 Intensity (Median),MA3 Fold Change,Significance of MA3 Intensity (Median) Change,MA3 STD,Description
"NOP15","YNL110C","nucleus","113.38","","nucleolus","150.846","nucleus,nucleolus","210.618","nucleus","136.34","nucleus,nucleolus","61.4208","nucleus","71.54","0.63","-1","","nucleus","45.49","0.4","-1","","nucleus","33.8","0.29","-1","","","","","","","","Constituent of 66S pre-ribosomal particles, involved in 60S ribosomal subunit biogenesis; localizes to both nucleolus and cytoplasm"
"RSC6","YCR052W","","","","nucleolus","78.712","nucleus","38.9391","nucleus","56.4489","nucleus","29.2406","","","","","","","","","","","","","","","","","","","","","",""
"MRP10","YDL045W-A","","","","nucleolus","160.206","nucleus,nucleolus","206.263","nucleus,nucleolus","149.588","nucleus,nucleolus","58.6507","","","","","","","","","","","","","","","","","","","","","",""
"RRB1","YMR131C","nucleus","62.17","15.0561","nucleolus","154.161","nucleus","290.481","nucleus,nucleolus","94.7493","nucleus","63.0609","nucleus","49.91","0.8","0","18.5","nucleus","52.81","0.84","0","11.97","punctate","","","","","nucleus","nucleus","58.7375","0.944603","0","9.77532","Essential nuclear protein involved in early steps of ribosome biogenesis; physically interacts with the ribosomal protein Rpl3p"
"GAR1","YHR089C","nucleolus","288.85","77.6042","nucleolus","268.973","nucleus,nucleolus","373.262","nucleolus","149.185","nucleus,nucleolus","52.4232","nucleolus","233.11","0.8","0","77.87","nucleolus","212.61","0.73","0","57.54","nucleolus","132.73","0.45","-1","","nucleolus","nucleolus","284.25","0.984042","0","60.0958","Protein component of the H/ACA snoRNP pseudouridylase complex, involved in the modification and cleavage of the 18S pre-rRNA"
"TAF4","YMR005W","","","","nucleolus","58.0192","nucleus","19.0494","nucleus","38.7332","nucleus","26.5829","","","","","","","","","","","","","","","","","","","","","",""
"DBP8","YHR169W","below threshold","18.25","4.69235","nucleus,nucleolus","0","nucleus,nucleolus","131.013","nucleus,nucleolus","52.7974","nucleus,nucleolus","39.3902","cytosol","13.89","0.76","0","4.82","cytosol","16.41","0.89","0","3.11","cytosol","12.33","0.67","0","","below threshold","below threshold","17.6382","0.96642","0","2.20081","ATPase, putative RNA helicase of the DEAD-box family; component of 90S preribosome complex involved in production of 18S rRNA and assembly of 40S small ribosomal subunit; ATPase activity stimulated by association with Esp2p"
"HAS1","YMR290C","","","","nucleolus","123.496","nucleus,nucleolus","100.177","nucleus,nucleolus","85.471","#N/A","0","","","","","","","","","","","","","","","","","","","","","",""
"CIC1","YHR052W","nucleolus","108.5","27.858","nucleolus","116.021","punctate,nucleus","65.9684","nucleus,nucleolus","104.553","nucleus,nucleolus","51.9709","nucleolus","70.85","0.65","-1","23.9","nucleolus","105.54","0.97","0","29.24","nucleolus","78.14","0.72","0","","nucleolus","nucleolus","100.994","0.930796","0","23.8369","Essential protein that interacts with proteasome components and has a potential role in proteasome substrate specificity; also copurifies with 66S pre-ribosomal particles"
"FAL1","YDR021W","","","","nucleolus","89.7307","nucleus","111.436","nucleus,nucleolus","41.3268","#N/A","0","","","","","","","","","","","","","","","","","","","","","",""
"YSH1","YLR277C","nucleus","29.46","8.90831","nucleolus","54.9506","nucleus","31.7044","nucleus","24.9491","#N/A","0","nucleus","26.76","0.9","0","12.32","nucleus","27.19","0.92","0","6.39","nucleus","25.07","0.85","0","","nucleus","nucleus","29.7076","1.00812","0","3.99267","Putative endoribonuclease, subunit of the mRNA cleavage and polyadenylation specificity complex; required for 3' processing, splicing, and transcriptional termination of mRNAs and snoRNAs"
"NET1","YJL076W","nucleolus","60.52","","nucleolus","127.089","nucleus,nucleolus","126.397","punctate,nucleus","29.6241","below threshold","33.4835","nucleolus","45.16","0.74","0","","nucleolus","64.55","1.06","0","","nucleolus","41.01","0.67","0","","","","","","","","Core subunit of the RENT complex, which is a complex involved in nucleolar silencing and telophase exit; stimulates transcription by RNA polymerase I and regulates nucleolar structure"
"RRP14","YKL082C","below threshold","16.55","3.45513","nucleolus","86.6964","nucleus,nucleolus","93.8782","nucleus,nucleolus","36.279","#N/A","0","cytosol","17.09","1.03","0","6.58","cytosol","17.92","1.08","0","3.02","cytosol","17.77","1.07","0","","below threshold","below threshold","16.3851","0.989558","0","2.3231","Essential protein, constituent of 66S pre-ribosomal particles; interacts with proteins involved in ribosomal biogenesis and cell polarity; member of the SURF-6 family"
"MCM10","YIL150C","below threshold","16.21","3.60383","nucleolus","45.8748","nucleus","33.1338","nucleus","21.2962","#N/A","","cytosol","17.65","1.08","0","6.67","cytosol","16.61","1.02","0","4.54","cytosol","14.58","0.89","0","","below threshold","below threshold","19.3965","1.19637","0","3.81289","Essential chromatin-associated protein involved in the initiation of DNA replication; required for the association of the MCM2-7 complex with replication origins"
"YER156C","YER156C","nucleus","81.22","","nucleolus","105.778","missing","","missing","","#N/A","","nucleus","68.4","0.84","0","","nucleus","68.4","0.84","0","","nucleus","46.46","0.57","-1","","","","","","","","Putative protein of unknown function; interacts with Hsp82p and copurifies with Ipl1p; expression is copper responsive and downregulated in strains deleted for MAC1, a copper-responsive transcription factor; similarity to mammalian MYG1"
"CST6","YIL036W","nucleus","32.17","6.13272","nucleolus","58.0848","nucleus,nucleolus","77.7424","nucleus","39.1995","nucleus","40.4169","nucleus","26.66","0.82","0","15.37","nucleus","30.37","0.94","0","6.2","nucleus","43.86","1.36","1","","nucleus","nucleus","36.0616","1.12067","0","5.52237","Basic leucine zipper (bZIP) transcription factor of the ATF/CREB family, activates transcription of genes involved in utilization of non-optimal carbon sources; involved in telomere maintenance"
"UTP9","YHR196W","nucleolus","81.84","23.6266","nucleolus","80.665","nucleolus","89.4058","nucleolus","54.9578","punctate,nucleolus","43.5731","nucleolus","69.91","0.85","0","16.89","nucleolus","86.33","1.05","0","22.04","nucleolus","47.83","0.58","-1","","nucleolus","nucleolus","95.9681","1.1724","0","18.2235","Nucleolar protein, component of the small subunit (SSU) processome containing the U3 snoRNA that is involved in processing of pre-18S rRNA"
"CYC8","YBR112C","nucleus","50.16","16.9692","nucleolus","76.9822","nucleus","70.2694","nucleolus","66.6987","#N/A","","nucleus","","","0","","nucleus","","","0","","nucleus","","","","","nucleus","nucleus","","","0","","General transcriptional co-repressor, acts together with Tup1p; also acts as part of a transcriptional co-activator complex that recruits the SWI/SNF and SAGA complexes to promoters; can form the prion [OCT+]"
"FPR4","YLR449W","nucleus","132.81","34.4175","nucleolus","316.354","nucleus,nucleolus","338.434","nucleus,nucleolus","156.802","#N/A","0","nucleus","93.68","0.7","0","23.93","nucleus","119.63","0.9","0","24.79","nucleus","97.51","0.73","0","","nucleus","nucleus","144.309","1.0865","0","34.5021","Peptidyl-prolyl cis-trans isomerase (PPIase) (proline isomerase) localized to the nucleus; catalyzes isomerization of proline residues in histones H3 and H4, which affects lysine methylation of those histones"
"RNT1","YMR239C","nucleus","32.15","7.26871","nucleolus","79.0079","nucleus,nucleolus","104.231","nucleus,nucleolus","37.6484","#N/A","","nucleus","24.28","0.75","0","9.38","nucleus","29.72","0.92","0","5.8","nucleus","26.58","0.82","0","","nucleus","nucleus","31.6006","0.982734","0","4.55619","RNAase III; involved in rDNA transcription and rRNA processing; also cleaves a stem-loop structure at the 3' end of U2 snRNA to ensure formation of the correct U2 3' end; involved in polyadenylation-independent transcription termination"
"NOP58","YOR310C","nucleolus","256.69","","nucleolus","273.808","nucleus,nucleolus","251.426","nucleolus","184.023","#N/A","0","nucleolus","258.34","1","0","","nucleolus","311.4","1.21","0","","nucleolus","133.41","0.51","-1","","","","","","","","Protein involved in pre-rRNA processing, 18S rRNA synthesis, and snoRNA synthesis; component of the small subunit processome complex, which is required for processing of pre-18S rRNA"
"RRP3","YHR065C","below threshold","16.82","3.71644","nucleolus","151.721","nucleus,nucleolus","199.238","nucleus,nucleolus","102.326","#N/A","0","cytosol","17","1.01","0","6.1","cytosol","16.47","0.97","0","2.99","cytosol","15.87","0.94","0","","below threshold","below threshold","18.8151","1.11805","0","2.84867","Protein involved in rRNA processing; required for maturation of the 35S primary transcript of pre-rRNA and for cleavage leading to mature 18S rRNA; homologous to eIF-4a, which is a DEAD box RNA-dependent ATPase with helicase activity"
"SRP40","YKR092C","nucleolus","174.96","49.6433","nucleolus","158.48","nucleolus","111.619","nucleolus","109.5","nucleolus","68.786","nucleolus","118.59","0.67","0","42.4","nucleolus","177.17","1.01","0","44.67","nucleolus","53.71","0.3","-1","","nucleolus","nucleolus","151.37","0.865108","0","31.8091","Nucleolar, serine-rich protein with a role in preribosome assembly or transport; may function as a chaperone of small nucleolar ribonucleoprotein particles (snoRNPs); immunologically and structurally to rat Nopp140"
"NOP56","YLR197W","nucleolus","24.45","","nucleolus","351.552","nucleus,nucleolus","181.701","nucleus,nucleolus","282.589","#N/A","0","nucleolus","19.33","0.79","0","","nucleolus","26.86","1.09","0","","nucleolus","18.17","0.74","-1","","","","","","","","Essential evolutionarily-conserved nucleolar protein component of the box C/D snoRNP complexes that direct 2'-O-methylation of pre-rRNA during its maturation; overexpression causes spindle orientation defects"
"YRA1","YDR381W","","","","nucleolus","55.6707","missing","0","missing","0","#N/A","","","","","","","","","","","","","","","","","","","","","","",""
"UTP8","YGR128C","nucleolus","82.99","21.482","nucleolus","83.3418","nucleolus","61.621","nucleolus","54.9814","nucleolus","40.6608","nucleolus","66.21","0.79","0","18.24","nucleolus","86.71","1.04","0","18.24","nucleolus","37.9","0.45","-1","","nucleolus","nucleolus","81.7933","0.985459","0","15.752","Nucleolar protein required for export of tRNAs from the nucleus; also copurifies with the small subunit (SSU) processome containing the U3 snoRNA that is involved in processing of pre-18S rRNA"
"RPC19","YNL113W","nucleolus","124.41","37.9191","nucleolus","164.133","nucleus,nucleolus","96.3651","nucleolus","60.647","#N/A","","nucleolus","98.56","0.79","0","41.59","nucleolus","109.25","0.87","0","21.27","nucleolus","91.88","0.73","0","","nucleolus","nucleolus","113.264","0.910326","0","17.1648","RNA polymerase subunit AC19, common to RNA polymerases I and III"
"NSR1","YGR159C","below threshold","17.2","","nucleolus","268.974","nucleus,nucleolus","193.989","nucleus,nucleolus","208.828","nucleus,nucleolus","77.6261","cytosol","14.18","0.82","0","","cytosol","17.45","1.01","0","","cytosol","14.3","0.83","0","","","","","","","","Nucleolar protein that binds nuclear localization sequences, required for pre-rRNA processing and ribosome biogenesis"
"TRM112","YNR046W","nucleus:cytosol","111.19","28.1235","nucleolus","143.807","nucleus,nucleolus","194.349","nucleus,nucleolus","103.137","#N/A","","nucleus.cytosol","74.31","0.66","0","22.91","nucleus.cytosol","89.89","0.8","0","18.6","nucleus,cytosol","91.58","0.82","0","","nucleus:cytosol","nucleus:cytosol","119.257","1.07244","0","29.4509","Subunit of tRNA methyltransferase (MTase) complexes in combination with Trm9p and Trm11p; subunit of complex with Mtq2p that methylates Sup45p (eRF1) in the ternary complex eRF1-eRF3-GTP; deletion confers resistance to zymocin"
"LCP5","YER127W","below threshold","17.08","3.72104","nucleolus","91.1699","nucleus,nucleolus","93.3707","nucleolus","59.4596","#N/A","0","cytosol","14.41","0.84","0","4.92","cytosol","19.47","1.13","0","4.33","cytosol","23.91","1.39","0","","below threshold","below threshold","18.3985","1.07674","0","2.49856","Essential protein involved in maturation of 18S rRNA; depletion leads to inhibited pre-rRNA processing and reduced polysome levels; localizes primarily to the nucleolus"
"JLP2","YMR132C","cytosol","21.82","5.27226","nucleolus","53.0299","nucleus","22.8701","below threshold","15.4516","below threshold","26.1615","cytosol","22.6","1.03","0","8.31","cytosol","17.21","0.78","0","2.93","cytosol","18.63","0.85","0","","cytosol","cytosol","18.8447","0.863379","0","3.46506","Protein of unknown function, contains sequence that closely resembles a J domain (typified by the E. coli DnaJ protein)"
"RRP43","YCR035C","nucleus","57.67","15.1692","nucleolus","77.286","nucleus,nucleolus","47.5519","nucleus","62.3906","nucleus,nucleolus","37.9947","nucleus","56.93","0.98","0","15.38","nucleus","54.4","0.94","0","10.68","nucleus","69.68","1.2","0","","nucleus","nucleus","59.946","1.03935","0","10.1456","Exosome non-catalytic core component; involved in 3'-5' RNA processing and degradation in both the nucleus and the cytoplasm; has similarity to E. coli RNase PH and to human hRrp43p (OIP2, EXOSC8)"
"RRP46","YGR095C","nucleus","50.55","12.9943","nucleolus","96.3633","nucleus","78.3256","nucleus,nucleolus","31.8965","nucleus,nucleolus","39.252","nucleus","36.93","0.73","0","10.59","nucleus","48.98","0.96","0","9.46","nucleus","40.37","0.79","0","","nucleus","nucleus","46.2853","0.915451","0","7.72547","Exosome non-catalytic core component; involved in 3'-5' RNA processing and degradation in both the nucleus and the cytoplasm; has similarity to E. coli RNase PH and to human hRrp46p (EXOSC5)"
"ERB1","YMR049C","cytosol","22.6","4.86245","nucleolus","124.97","nucleus,nucleolus","44.0215","nuclear periphery","78.3698","nucleolus,nuclear periphery","43.9645","cytosol","19.74","0.87","0","8.56","cytosol","24.28","1.07","0","10.23","cytosol","19.74","0.87","0","","cytosol","cytosol","24.1128","1.06682","0","3.99753","Constituent of 66S pre-ribosomal particles, forms a complex with Nop7p and Ytm1p that is required for maturation of the large ribosomal subunit; required for maturation of the 25S and 5.8S ribosomal RNAs; homologous to mammalian Bop1"
"ENP2","YGR145W","below threshold","16.1","3.59968","nucleolus","153.812","nucleus,nucleolus","133.361","nucleolus","83.6688","nucleus,nucleolus","37.5082","cytosol","17.74","1.1","0","6.28","cytosol","21.24","1.31","0","4.48","cytosol","16.93","1.05","0","","below threshold","below threshold","17.3791","1.0791","0","2.17207","Essential nucleolar protein of unknown function; contains WD repeats, interacts with Mpp10p and Bfr2p, and has homology to Spb1p"
"CBC2","YPL178W","nucleus","85.03","24.0497","nucleolus","113.605","nucleus","108.904","nucleus","81.4447","nucleus","50.8996","nucleus","79.99","0.94","0","29.73","nucleus","46.28","0.54","-1","17.54","nucleus","69.62","0.81","0","","nucleus","nucleus","76.2662","0.896886","0","13.4448","Small subunit of the heterodimeric cap binding complex that also contains Sto1p, component of the spliceosomal commitment complex; interacts with Npl3p, possibly to package mRNA for export from the nucleus; contains an RNA-binding motif"
"DIP2","YLR129W","","","","nucleolus","92.0258","nucleolus","53.9325","nucleolus","70.0811","nucleolus","36.5688","","","","","","","","","","","","","","","","","","","","","",""
"RLP7","YNL002C","","","","nucleolus","159.429","nucleus,nucleolus","161.471","nucleus,nucleolus","133.421","#N/A","","","","","","","","","","","","","","","","","","","","","","",""
"DIG1","YPL049C","","","","nucleolus","101.58","nucleus","147.787","nucleus","44.3216","#N/A","","","","","","","","","","","","","","","","","","","","","","",""
"RRP17","YDR412W","nucleus","42.76","9.14822","nucleolus","157.666","nucleus,nucleolus","208.116","below threshold","19.4667","#N/A","","nucleus","33.71","0.78","0","11.19","nucleus","32.15","0.75","0","6.47","punctate","","","","","nucleus","nucleus","45.7783","1.07033","0","7.75549","Component of the pre-60S pre-ribosomal particle; required for cell viability under standard (aerobic) conditions but not under anaerobic conditions"
"DRS1","YLL008W","","","","nucleolus","161.084","nucleus,nucleolus","157.169","nucleus,nucleolus","98.4686","nucleus,nucleolus","66.8058","","","","","","","","","","","","","","","","","","","","","",""
"RPN8","YOR261C","below threshold","15.31","3.64609","nucleolus","132.95","missing","","missing","0","#N/A","0","cytosol","16.5","1.07","0","5.64","cytosol","15.18","0.99","0","2.76","cytosol","17.14","1.11","0","","below threshold","below threshold","17.1479","1.11952","0","2.71757","Essential, non-ATPase regulatory subunit of the 26S proteasome; has similarity to the human p40 proteasomal subunit and to another S. cerevisiae regulatory subunit, Rpn11p"
"UTP6","YDR449C","nucleolus","70.84","18.0757","nucleolus","64.2521","nucleus,nucleolus","92.3519","nucleolus","48.278","#N/A","0","nucleolus","46.8","0.66","0","13.68","nucleolus","67.64","0.95","0","16.14","nucleolus","31.62","0.44","-1","","nucleolus","nucleolus","66.0458","0.932104","0","11.1154","Nucleolar protein, component of the small subunit (SSU) processome containing the U3 snoRNA that is involved in processing of pre-18S rRNA"
"NOP10","YHR072W-A","","","","nucleolus","316.456","nucleus,nucleolus","264.25","cytosol","183.059","nucleolus","58.4294","","","","","","","","","","","","","","","","","","","","","",""
"RRT14","YIL127C","nucleus","17.45","4.06739","nucleolus","110.162","nucleus,nucleolus","166.45","cytosol","43.9712","#N/A","0","nucleus","17.48","1","0","7.01","nucleus","13.73","0.78","0","2.17","nucleus","15.76","0.9","0","","nucleus","nucleus","17.5628","1.00593","0","3.33602","Putative protein of unknown function; identified in a screen for mutants with decreased levels of rDNA transcription; green fluorescent protein (GFP)-fusion protein localizes to the nucleolus; predicted to be involved in ribosome biogenesis"
"MPP10","YJR002W","below threshold","17.57","3.25738","nucleolus","111.437","nucleus,nucleolus","61.1265","nucleus,nucleolus","84.0376","nucleolus","34.7118","cytosol","17.14","0.97","0","6.41","cytosol","16.95","0.96","0","3.17","cytosol","17.24","0.98","0","","below threshold","below threshold","16.9715","0.965728","0","2.49038","Component of the SSU processome and 90S preribosome, required for pre-18S rRNA processing, interacts with and controls the stability of Imp3p and Imp4p, essential for viability; similar to human Mpp10p"
"PNO1","YOR145C","","","","nucleolus","95.5556","nucleus,nucleolus","30.8993","nucleus,nucleolus","87.7732","nucleus","39.4384","","","","","","","","","","","","","","","","","","","","","",""
"RRN3","YKL125W","","","","nucleolus","43.4732","punctate,nucleus","42.5515","nucleus,nucleolus","30.3572","punctate,nucleus","31.7166","","","","","","","","","","","","","","","","","","","","","",""
"DBP9","YLR276C","","","","nucleolus","110.442","nucleus,nucleolus","104.262","nucleus,nucleolus","86.7417","nucleus,nucleolus","47.3744","","","","","","","","","","","","","","","","","","","","","",""
"PTA1","YAL043C","nucleus","34.52","8.39048","nucleolus","56.4828","nucleus","23.4234","nucleus","25.8485","nucleus","27.5249","nucleus","28.89","0.83","0","9.4","nucleus","33.63","0.97","0","6.27","nucleus","30.42","0.88","0","","nucleus","nucleus","37.0975","1.07444","0","5.85221","Subunit of holo-CPF, a multiprotein complex and functional homolog of mammalian CPSF, required for the cleavage and polyadenylation of mRNA and snoRNA 3' ends; involved in pre-tRNA processing; binds to the phosphorylated CTD of RNAPII"
"CMS1","YLR003C","nucleus","32.52","8.72208","nucleolus","117.934","nucleus,nucleolus","177.967","nucleus,nucleolus","27.6667","nucleus,nucleolus","50.4472","nucleus","21.82","0.67","-1","7.02","nucleus","26.76","0.82","0","4.82","nucleus","20.13","0.61","-1","","nucleus","nucleus","29.1039","0.894682","0","5.98923","Subunit of U3-containing 90S preribosome processome complex involved in production of 18S rRNA and assembly of small ribosomal subunit; overexpression rescues supressor mutant of mcm10; null mutant is viable"
"NHP2","YDL208W","nucleolus","220.81","","nucleolus","240.322","nucleus,nucleolus","185.295","nucleus,nucleolus","129.123","nucleolus","63.1178","nucleolus","186.81","0.84","0","","nucleolus","186.81","0.84","0","","nucleolus","149.56","0.67","0","","","","","","","","Nuclear protein related to mammalian high mobility group (HMG) proteins, essential for function of H/ACA-type snoRNPs, which are involved in 18S rRNA processing"
"NOP2","YNL061W","nucleus","123.16","","nucleolus","146.822","nucleus,nucleolus","73.9791","nucleus,nucleolus","21.7471","nucleus,nucleolus","43.6542","nucleus","94.48","0.76","0","","nucleus","119.13","0.96","0","","punctate","","","","","","","","","","","Probable RNA m(5)C methyltransferase, essential for processing and maturation of 27S pre-rRNA and large ribosomal subunit biogenesis; localized to the nucleolus; constituent of 66S pre-ribosomal particles"
"RRP42","YDL111C","nucleus","52.94","14.6835","nucleolus","80.0338","nucleus","54.4494","nucleus,nucleolus","51.0812","cytosol","31.8679","nucleus","39.14","0.73","0","11.52","nucleus","51.05","0.96","0","7.45","nucleus","24.81","0.46","-1","","nucleus","nucleus","50.8081","0.959679","0","7.29585","Exosome non-catalytic core component; involved in 3'-5' RNA processing and degradation in both the nucleus and the cytoplasm; has similarity to E. coli RNase PH and to human hRrp42p (EXOSC7)"
"NOP6","YDL213C","below threshold","17.28","","nucleolus","176.699","below threshold","177.971","nucleus,nucleolus","59.3855","nucleus,nucleolus","62.5953","cytosol","18.13","1.04","0","","cytosol","14.41","0.83","0","","cytosol","17.02","0.98","0","","","","","","","","Putative RNA-binding protein implicated in ribosome biogenesis; contains an RNA recognition motif (RRM) and has similarity to hydrophilins; NOP6 may be a fungal-specific gene as no homologs have been yet identified in higher eukaryotes"
"SOK2","YMR016C","nucleus","44.87","11.5146","nucleolus","62.8035","missing","0","nucleus","29.054","punctate,nucleus","39.0917","nucleus","50.56","1.12","0","12.69","nucleus","46.07","1.02","0","9.84","nucleus","37.2","0.82","0","","nucleus","nucleus","40.8857","0.91103","0","7.00644","Nuclear protein that plays a regulatory role in the cyclic AMP (cAMP)-dependent protein kinase (PKA) signal transduction pathway; negatively regulates pseudohyphal differentiation; homologous to several transcription factors"
