Gene Name,ORF,SD Localization,SD Intensity (Median),SD STD,N' NOP1pr-GFP in SD Localization,N' NOP1pr-GFP in SD Intensity,N' TEF2pr-mCherry in SD Localization,N' TEF2pr-mCherry in SD Intensity,N' NATIVEpr-GFP in SD Localization,N' NATIVEpr-GFP in SD Intensity,N' TEF2pr-VC and Cyto-VN in SD Localization,N' TEF2pr-VC and Cyto-VN in SD Intensity,DTT Localization,DTT Intensity (Median),DTT Fold Change,Significance of DTT Intensity (Median) Change,DTT STD,H2O2 Localization,H2O2 Intensity (Median),H2O2 Fold Change,Significance of H2O2 Intensity (Median) Change,H2O2 STD,Starvation Localization,Starvation Intensity (Median),Starvation Fold Change,Significance of Starvation Intensity (Median) Change,Starvation STD,Pup2 DAmP Localization,MA3 Localization,MA3 Intensity (Median),MA3 Fold Change,Significance of MA3 Intensity (Median) Change,MA3 STD,Description
"YKR051W","YKR051W","","","","ambiguous","15.1254","ER,vacuole","7.9492","below threshold","20.4473","below threshold","23.1095","","","","","","","","","","","","","","","","","","","","","",""
"IZH3","YLR023C","","","","ambiguous,ER","30.129","below threshold","11.5065","below threshold","17.9609","below threshold","25.3992","","","","","","","","","","","","","","","","","","","","","",""
"ECM7","YLR443W","below threshold","16.36","4.4602","ambiguous","27.868","vacuole","27.766","below threshold","17.7787","below threshold","24.288","cytosol","14.83","0.9","0","4.34","cytosol","16.82","1.02","0","2.56","cytosol","16.76","1.02","0","","below threshold","below threshold","16.7649","1.02405","0","1.95239","Non-essential putative integral membrane protein; mutant has cell wall defects; transcription is induced under conditions of zinc deficiency"
"PDR18","YNR070W","below threshold","15.67","","ambiguous","35.9134","below threshold","4.84576","below threshold","13.5689","#N/A","23.45","cytosol","17.11","1.09","0","","cytosol","16.16","1.03","0","","cytosol","15.85","1.01","0","","","","","","","","Putative transporter of the ATP-binding cassette (ABC) family, implicated in pleiotropic drug resistance; the authentic, non-tagged protein is detected in highly purified mitochondria in high-throughput studies"
"TDA7","YNL176C","cytosol","20.79","5.14838","ambiguous,ER","51.7753","vacuole","14.4349","below threshold","17.8898","#N/A","0","cytosol","18.2","0.87","0","8.83","cytosol","23.68","1.13","0","5.31","cytosol","21.15","1.01","0","","cytosol","cytosol","22.047","1.0598","0","3.47421","Cell cycle-regulated gene of unknown function, promoter bound by Fkh2p"
"YPR153W","YPR153W","cytosol","21.35","4.70893","ambiguous","22.632","below threshold","5.21486","below threshold","19.2739","#N/A","22.5985","cytosol","17.25","0.8","0","6.1","cytosol","18.45","0.86","0","2.81","cytosol","19.36","0.9","0","","cytosol","cytosol","18.0168","0.843494","0","2.48469","Putative protein of unknown function"
"YFL041W-A","YFL041W-A","","","","ambiguous","17.3461","below threshold","4.24221","below threshold","19.1011","#N/A","22.6639","","","","","","","","","","","","","","","","","","","","","",""
"YBR182C-A","YBR182C-A","","","","ambiguous","22.5439","below threshold","4.74813","punctate","19.0886","#N/A","21.9167","","","","","","","","","","","","","","","","","","","","","",""
"YGR146C-A","YGR146C-A","","","","ambiguous","16.5074","below threshold","6.72038","below threshold","16.2999","#N/A","21.9584","","","","","","","","","","","","","","","","","","","","","",""
"PCL1","YNL289W","below threshold","17.07","","ambiguous","12.1731","below threshold","4.18559","below threshold","19.8718","#N/A","21.9308","cytosol","18.41","1.07","0","","cytosol","16.94","0.99","0","","cytosol","17.1","1","0","","","","","","","","Cyclin, interacts with cyclin-dependent kinase Pho85p; member of the Pcl1,2-like subfamily, involved in the regulation of polarized growth and morphogenesis and progression through the cell cycle; localizes to sites of polarized cell growth"
"IRC7","YFR055W","below threshold","17.04","4.16796","ambiguous","20.2817","below threshold","4.64685","below threshold","20.6028","#N/A","21.7957","cytosol","17.1","1","0","4.97","cytosol","16.94","0.99","0","2.59","cytosol","16.08","0.94","0","","below threshold","below threshold","17.0365","0.999588","0","2.31087","Putative cystathionine beta-lyase; involved in copper ion homeostasis and sulfur metabolism; null mutant displays increased levels of spontaneous Rad52p foci; expression induced by nitrogen limitation in a GLN3, GAT1-dependent manner"
"ADK2","YER170W","mitochondria","17.34","4.8302","ambiguous,cytosol","27.2727","below threshold","8.00537","below threshold","21.5498","below threshold","22.7596","mitochondria","16.4","0.94","0","6.05","mitochondria","17.26","0.99","0","3.42","mitochondria","17.75","1.02","0","","mitochondria","mitochondria","15.632","0.901235","0","1.94955","Mitochondrial adenylate kinase, catalyzes the reversible synthesis of GTP and AMP from GDP and ADP; may serve as a back-up for synthesizing GTP or ADP depending on metabolic conditions; 3' sequence of ADK2 varies with strain background"
"NVJ3","YDR179W-A","","","","ambiguous","28.3379","punctate","10.7442","below threshold","20.3292","below threshold","23.9023","","","","","","","","","","","","","","","","","","","","","","Putative protein of unknown function"
"YER078W-A","YER078W-A","","","","ambiguous,punctate","14.6624","below threshold","4.48625","below threshold","20.6862","#N/A","0","","","","","","","","","","","","","","","","","","","","","",""
"PRE6","YOL038W","nucleus","149.24","40.7846","ambiguous,nucleus","111.323","nucleus","229.661","punctate,mitochondria","21.539","cytosol","37.6603","nucleus","161.8","1.08","0","58.39","nucleus","182.51","1.22","0","34.58","nucleus","120.4","0.8","0","","nucleus","nucleus","147.272","0.986763","0","30.2663","Alpha 4 subunit of the 20S proteasome; may replace alpha 3 subunit (Pre9p) under stress conditions to create a more active proteasomal isoform; GFP-fusion protein relocates from cytosol to the mitochondrial surface upon oxidative stress"
"YKL107W","YKL107W","below threshold","18.25","6.39208","ambiguous,ER","144.474","cytosol","347.185","below threshold","18.2588","cytosol","29.5053","cytosol","16.9","0.92","0","6.17","cytosol","17.94","0.98","0","4.23","cytosol","19.1","1.04","0","","below threshold","below threshold","21.2865","1.16609","0","4.1192","Putative protein of unknown function; proposed to be a palmitoylated membrane protein"
"YNL190W","YNL190W","","","","ambiguous","23.2905","cell periphery,vacuole","12.7136","cytosol,punctate,nucleus","166.002","#N/A","26.8753","","","","","","","","","","","","","","","","","","","","","",""
"DSE4","YNR067C","","","","ambiguous","19.06","cell periphery,vacuole","7.38926","punctate,bud neck","21.0754","#N/A","22.7724","","","","","","","","","","","","","","","","","","","","","",""
"YJL052C-A","YJL052C-A","below threshold","15.34","3.47282","ambiguous","21.6546","vacuole","6.05977","below threshold","17.8256","#N/A","18.2697","cytosol","16.36","1.06","0","6.17","cytosol","16.73","1.09","0","3.47","cytosol","15.63","1.01","0","","below threshold","below threshold","14.447","0.941378","0","1.87316","Putative protein of unknown function, identified based on comparison to related yeast species"
