Gene Name,ORF,SD Localization,SD Intensity (Median),SD STD,N' NOP1pr-GFP in SD Localization,N' NOP1pr-GFP in SD Intensity,N' TEF2pr-mCherry in SD Localization,N' TEF2pr-mCherry in SD Intensity,N' NATIVEpr-GFP in SD Localization,N' NATIVEpr-GFP in SD Intensity,N' TEF2pr-VC and Cyto-VN in SD Localization,N' TEF2pr-VC and Cyto-VN in SD Intensity,DTT Localization,DTT Intensity (Median),DTT Fold Change,Significance of DTT Intensity (Median) Change,DTT STD,H2O2 Localization,H2O2 Intensity (Median),H2O2 Fold Change,Significance of H2O2 Intensity (Median) Change,H2O2 STD,Starvation Localization,Starvation Intensity (Median),Starvation Fold Change,Significance of Starvation Intensity (Median) Change,Starvation STD,Pup2 DAmP Localization,MA3 Localization,MA3 Intensity (Median),MA3 Fold Change,Significance of MA3 Intensity (Median) Change,MA3 STD,Description
"FLX1","YIL134W","below threshold","15.53","4.19689","mitochondria","33.0561","mitochondria","18.6066","below threshold","19.0658","below threshold","24.8196","cytosol","17.11","1.1","0","6.79","cytosol","16.55","1.06","0","2.56","cytosol","16.97","1.09","0","","below threshold","below threshold","15.8236","1.01857","0","2.53556","Protein required for transport of flavin adenine dinucleotide (FAD), a synthesis product of riboflavin, across the mitochondrial membrane"
"NAG1","YGR031C-A","","","","mitochondria","25.7161","below threshold","6.63555","below threshold","16.357","#N/A","21.989","","","","","","","","","","","","","","","","","","","","","",""
"FMP32","YFL046W","","","","punctate,mitochondria","16.4156","below threshold","5.6597","below threshold","20.507","#N/A","22.4176","","","","","","","","","","","","","","","","","","","","","",""
"MDV1","YJL112W","below threshold","16.28","4.04925","punctate,mitochondria","51.9378","punctate","69.9508","mitochondria","19.8112","punctate","38.217","cytosol","13.65","0.83","0","4.93","cytosol","15.52","0.95","0","5.47","cytosol","14.29","0.87","0","","below threshold","below threshold","15.6077","0.958014","0","2.43984","Peripheral protein of the cytosolic face of the mitochondrial outer membrane, required for mitochondrial fission; interacts with Fis1p and with the dynamin-related GTPase Dnm1p; contains WD repeats"
"TOM22","YNL131w","","","","mitochondria","149.69","mitochondria","99.0005","mitochondria","87.2854","mitochondria","52.3461","","","","","","","","","","","","","","","","","","","","","",""
"MIM1","YOL026c","","","","mitochondria","97.5192","mitochondria","71.4661","mitochondria","24.7292","mitochondria","32.286","","","","","","","","","","","","","","","","","","","","","",""
"CAF4","YKR036C","mitochondria","25.06","5.38986","mitochondria","54.9462","mitochondria","37.0868","mitochondria","31.7405","punctate,mitochondria","29.2589","mitochondria","22.8","0.9","0","7.33","mitochondria","28.38","1.13","0","4.62","mitochondria","20.97","0.83","0","","mitochondria","mitochondria","25.9566","1.03563","0","3.08122","WD40 repeat-containing protein associated with the CCR4-NOT complex, interacts in a Ccr4p-dependent manner with Ssn2p; also interacts with Fis1p, Mdv1p and Dnm1p and plays a role in mitochondrial fission"
"NDI1","YML120C","below threshold","15.59","","mitochondria","23.483","below threshold","6.22992","below threshold","17.4291","#N/A","","cytosol","18.06","1.15","0","","cytosol","16.41","1.05","0","","cytosol","15.21","0.97","0","","","","","","","","NADH:ubiquinone oxidoreductase, transfers electrons from NADH to ubiquinone in the respiratory chain but does not pump protons, in contrast to the higher eukaryotic multisubunit respiratory complex I; phosphorylated; homolog of human AMID"
"SYM1","YLR251W","below threshold","14.98","3.41288","mitochondria","56.7563","cell periphery,vacuole","46.2585","below threshold","21.1576","below threshold","23.5336","cytosol","15.44","1.03","0","5.66","cytosol","16.5","1.1","0","3.38","cytosol","17.95","1.19","0","","below threshold","below threshold","15.9258","1.06244","0","2.53207","Protein required for ethanol metabolism; induced by heat shock and localized to the inner mitochondrial membrane; homologous to mammalian peroxisomal membrane protein Mpv17"
"MIM2","YLR099W-A","","","","mitochondria","52.3412","mitochondria","20.8919","mitochondria","25.0624","punctate,mitochondria","29.3363","","","","","","","","","","","","","","","","","","","","","","Putative protein of unknown function"
"ATG33","YLR356W","below threshold","16.64","4.5397","mitochondria","42.7207","mitochondria","22.5548","mitochondria","22.9599","below threshold","23.5298","cytosol","17.06","1.02","0","5.9","cytosol","16.05","0.96","0","3.92","cytosol","18.09","1.08","0","","below threshold","below threshold","15.5103","0.931378","0","1.9026","Mitochondrial mitophagy-specific protein; required primarily for mitophagy induced at the post-log phase; not required for other types of selective autophagy or macroautophagy; conserved within fungi, but not in higher eukaryotes"
"FIS1","YIL065c","","","","mitochondria","108.366","mitochondria","263.039","mitochondria","41.7207","mitochondria","53.6701","","","","","","","","","","","","","","","","","","","","","",""
"STE23","YLR389C","below threshold","16.42","3.3217","punctate,mitochondria","127.877","punctate,mitochondria","147.995","punctate,mitochondria","26.1284","punctate","35.2635","cytosol","15.14","0.92","0","4.74","cytosol","18.48","1.12","0","3.48","cytosol","16.68","1.01","0","","below threshold","below threshold","17.326","1.05474","0","2.82215","Metalloprotease involved, with homolog Axl1p, in N-terminal processing of pro-a-factor to the mature form; member of the insulin-degrading enzyme family"
"TOM6","YOR045w","","","","mitochondria","175.919","mitochondria","103.769","mitochondria","78.5125","mitochondria","32.3957","","","","","","","","","","","","","","","","","","","","","",""
"MMO1","YKL044W","","","","punctate,mitochondria","17.7763","below threshold","6.40326","below threshold","17.7796","#N/A","22.6513","","","","","","","","","","","","","","","","","","","","","","Dubious open reading frame unlikely to encode a functional protein, based on available experimental and comparative sequence data"
"MCP1","YOR228C","","","","mitochondria","67.1248","mitochondria","111.159","mitochondria","20.8462","mitochondria","48.9035","","","","","","","","","","","","","","","","","","","","","","Protein of unknown function, localized to the mitochondrial outer membrane"
"COX7","YMR256C","mitochondria","71.53","23.9389","mitochondria","53.5335","mitochondria","68.3338","cell periphery","21.4065","#N/A","","mitochondria","59.48","0.83","0","20.76","mitochondria","66.21","0.92","0","16.31","mitochondria","79.44","1.11","0","","mitochondria","mitochondria","55.9774","0.7824","0","8.49068","Subunit VII of cytochrome c oxidase, which is the terminal member of the mitochondrial inner membrane electron transport chain"
"POR2","YIL114C","below threshold","14.66","3.98209","mitochondria","50.916","mitochondria","12.5095","mitochondria","22.076","#N/A","","cytosol","15.13","1.03","0","6.26","cytosol","14.59","0.99","0","2.11","cytosol","16.42","1.11","0","","below threshold","below threshold","15.6536","1.06697","0","2.94933","Putative mitochondrial porin (voltage-dependent anion channel), related to Por1p but not required for mitochondrial membrane permeability or mitochondrial osmotic stability"
"MGR2","YPL098C","","","","mitochondria","99.8708","mitochondria","104.431","mitochondria","25.0237","mitochondria","30.1107","","","","","","","","","","","","","","","","","","","","","",""
"SAM37","YMR060C","mitochondria","16.88","4.92288","mitochondria","35.5658","mitochondria","14.9135","mitochondria","25.2658","below threshold","25.1157","mitochondria","18.25","1.08","0","6.74","mitochondria","15.92","0.94","0","4.33","mitochondria","19.09","1.13","0","","mitochondria","mitochondria","16.1037","0.953892","0","2.50644","Component of the Sorting and Assembly Machinery (SAM or TOB complex) of the mitochondrial outer membrane, which binds precursors of beta-barrel proteins and facilitates their outer membrane insertion; contributes to SAM complex stability"
"TOM5","YPR133W-A","","","","mitochondria","104.865","mitochondria","202.313","below threshold","18.6367","mitochondria","58.8926","","","","","","","","","","","","","","","","","","","","","",""
"FSF1","YOR271C","below threshold","15.34","4.25511","mitochondria","172.93","mitochondria","165.196","mitochondria","51.2111","mitochondria","34.051","cytosol","14.32","0.93","0","5.18","cytosol","13.71","0.89","0","2.86","cytosol","17","1.1","0","","below threshold","below threshold","14.6243","0.953114","0","2.11427","Putative protein, predicted to be an alpha-isopropylmalate carrier; belongs to the sideroblastic-associated protein family; non-tagged protein is detected in purified mitochondria; likely to play a role in iron homeostasis"
"AKR2","YOR034C","cytosol","21.03","4.79013","punctate,mitochondria","56.5762","vacuole","38.3454","punctate,vacuole membrane","25.6051","below threshold","29.2401","cytosol","22.5","1.06","0","7.21","cytosol","22.88","1.08","0","4.05","cytosol","17.29","0.82","0","","cytosol","cytosol","22.3804","1.06398","0","3.69951","Ankyrin repeat-containing protein similar to Akr1p; member of a family of putative palmitoyltransferases containing an Asp-His-His-Cys-cysteine rich (DHHC-CRD) domain; possibly involved in constitutive endocytosis of Ste3p"
"MRX11","YPL041C","","","","punctate,mitochondria","37.4866","punctate","21.9648","below threshold","19.438","below threshold","23.1982","","","","","","","","","","","","","","","","","","","","","","Protein of unknown function involved in maintenance of proper telomere length"
"TAZ1","YPR140W","","","","punctate,mitochondria","77.4028","ER,punctate","97.8511","ER,punctate,mitochondria","32.0288","mitochondria","27.815","","","","","","","","","","","","","","","","","","","","","",""
"SEN2","YLR105C","mitochondria","22.35","5.47043","mitochondria","50.7415","punctate","34.9248","mitochondria","25.7206","#N/A","","mitochondria","17.53","0.78","-1","5.36","mitochondria","18.9","0.84","0","4.14","mitochondria","26.45","1.18","0","","mitochondria","mitochondria","22.4117","1.00254","0","2.55198","Subunit of the tRNA splicing endonuclease, which is composed of Sen2p, Sen15p, Sen34p, and Sen54p; Sen2p contains the active site for tRNA 5' splice site cleavage and has similarity to Sen34p and to Archaeal tRNA splicing endonuclease"
"LEU5","YHR002W","mitochondria","14.92","3.70976","mitochondria","29.8467","mitochondria","31.1704","mitochondria","20.3624","#N/A","0","mitochondria","16.9","1.13","0","5.7","mitochondria","14.51","0.97","0","2.88","mitochondria","22.43","1.5","0","","mitochondria","mitochondria","15.6787","1.05054","0","2.55988","Mitochondrial carrier protein involved in the accumulation of CoA in the mitochondrial matrix; homolog of human Graves disease protein; does not encode an isozyme of Leu4p, as first hypothesized"
"OAC1","YKL120W","below threshold","14.37","","mitochondria","50.0716","mitochondria","76.1801","mitochondria","27.7512","mitochondria","26.4098","cytosol","13.9","0.96","0","","cytosol","14.44","1","0","","cytosol","15.36","1.06","0","","","","","","","","Mitochondrial inner membrane transporter, transports oxaloacetate, sulfate, thiosulfate, and isopropylmalate; member of the mitochondrial carrier family"
"AAC1","YMR056C","mitochondria","16.32","4.0165","mitochondria","38.4817","mitochondria","53.8212","mitochondria","20.0036","#N/A","","mitochondria","15.36","0.94","0","6","mitochondria","17.85","1.09","0","3.42","mitochondria","18.44","1.13","0","","mitochondria","mitochondria","16.7723","1.02752","0","2.51339","Mitochondrial inner membrane ADP/ATP translocator, exchanges cytosolic ADP for mitochondrially synthesized ATP; phosphorylated; Aac1p is a minor isoform while Pet9p is the major ADP/ATP translocator"
"MGR1","YCL044C","mitochondria","20.36","4.20463","mitochondria","59.748","mitochondria","27.6306","mitochondria","28.5278","#N/A","","mitochondria","29.46","1.44","0","12.34","mitochondria","23.18","1.13","0","3.85","mitochondria","19.95","0.97","0","","mitochondria","mitochondria","23.5512","1.15649","0","3.07179","Subunit of the mitochondrial (mt) i-AAA protease supercomplex, which degrades misfolded mitochondrial proteins; forms a subcomplex with Mgr3p that binds to substrates to facilitate proteolysis; required for growth of cells lacking mtDNA"
"PET8","YNL003C","mitochondria","18.1","","mitochondria","45.6675","mitochondria","44.1772","punctate,mitochondria","21.2656","#N/A","0","mitochondria","21.71","1.19","0","","mitochondria","16.54","0.91","0","","mitochondria","18.84","1.04","0","","","","","","","","S-adenosylmethionine transporter of the mitochondrial inner membrane, member of the mitochondrial carrier family; required for biotin biosynthesis and respiratory growth"
"YER084W","YER084W","cytosol","30.85","","mitochondria","18.4319","punctate,mitochondria","7.49222","below threshold","15.9924","below threshold","23.4548","cytosol","27.89","0.9","0","","cytosol","21.9","0.7","0","","cytosol","34.23","1.1","0","","","","","","","","Dubious open reading frame unlikely to encode a protein, based on available experimental and comparative sequence data"
"YEL023C","YEL023C","","","","mitochondria","65.3493","mitochondria","69.1886","below threshold","17.9278","below threshold","26.8213","","","","","","","","","","","","","","","","","","","","","",""
"LCL3","YGL085W","mitochondria","21.41","5.96939","punctate,vacuole,mitochondria","21.4252","below threshold","6.49571","mitochondria","17.3594","#N/A","0","mitochondria","21.35","0.99","0","8.86","mitochondria","19.5","0.91","0","3.69","mitochondria","17.52","0.81","-1","","mitochondria","mitochondria","25.8908","1.20863","0","5.15092","Putative protein of unknown function, has homology to Staphylococcus aureus nuclease; green fluorescent protein (GFP)-fusion protein localizes to mitochondria and is induced in response to the DNA-damaging agent MMS"
"MFB1","YDR219C","mitochondria","26.18","5.36645","mitochondria","38.1081","mitochondria","24.8375","punctate,mitochondria","22.4435","below threshold","27.5683","mitochondria","27.73","1.05","0","10.16","mitochondria","27.24","1.04","0","4.83","mitochondria","17.98","0.68","-1","","mitochondria","mitochondria","29.6996","1.13405","0","5.15535","Mitochondria-associated F-box protein involved in maintenance of normal mitochondrial morphology; interacts with Skp1p through the F-box motif; preferentially localizes to the mother cell during budding"
"YMC1","YPR058W","mitochondria","17.11","4.88006","mitochondria","190.789","mitochondria","182.786","mitochondria","22.5782","mitochondria","33.0288","cytosol","12.76","0.74","0","3.81","vacuole","19.31","1.12","0","4.21","cytosol","15.59","0.91","0","","mitochondria","mitochondria","17.8787","1.0438","0","3.01469","Mitochondrial protein, putative inner membrane transporter with a role in oleate metabolism and glutamate biosynthesis; member of the mitochondrial carrier (MCF) family; has similarity with Ymc2p"
"COX20","YDR231C","below threshold","17.5","3.84913","mitochondria","77.7221","mitochondria","129.7","mitochondria","30.7905","#N/A","","cytosol","18.02","1.02","0","6.54","cytosol","13.91","0.79","0","2.66","cytosol","16.79","0.95","0","","below threshold","below threshold","18.9805","1.08377","0","3.4181","Mitochondrial inner membrane protein, required for proteolytic processing of Cox2p and its assembly into cytochrome c oxidase"
"SEN54","YPL083C","","","","mitochondria","55.2951","mitochondria","28.6758","punctate,mitochondria","23.9657","#N/A","0","","","","","","","","","","","","","","","","","","","","","",""
"YIA6","YIL006W","below threshold","13.8","3.90265","mitochondria","33.4855","mitochondria","21.6608","below threshold","19.2872","mitochondria","25.414","cytosol","14.87","1.07","0","5.83","cytosol","15.74","1.14","0","2.57","cytosol","17.94","1.29","0","8.26","below threshold","below threshold","14.1251","1.02321","0","1.65524","Mitochondrial NAD+ transporter, involved in the transport of NAD+ into the mitochondria (see also YEA6); member of the mitochondrial carrier subfamily; disputed role as a pyruvate transporter; has putative mouse and human orthologs"
"COQ11","YLR290C","","","","mitochondria","99.3311","mitochondria","33.2182","punctate,mitochondria","26.6886","below threshold","25.2153","","","","","","","","","","","","","","","","","","","","","","Putative protein of unknown function; the authentic, non-tagged protein is detected in highly purified mitochondria in high-throughput studies; YLR290C is not an essential gene"
"IRC10","YOL015W","below threshold","17.3","3.35189","mitochondria","34.1446","mitochondria","13.569","below threshold","20.0947","below threshold","24.0407","cytosol","14.71","0.84","0","6.57","cytosol","16.85","0.97","0","3.31","cytosol","14.92","0.86","0","","below threshold","below threshold","20.0089","1.15594","0","2.58624","Putative protein of unknown function; null mutant displays increased levels of spontaneous Rad52p foci"
"SAL1","YNL083W","mitochondria","18.48","4.16734","mitochondria","33.435","mitochondria","10.6784","below threshold","21.1531","missing","11.5148","mitochondria","16.85","0.91","0","5.38","mitochondria","17.76","0.96","0","2.68","mitochondria","15.44","0.83","0","","mitochondria","mitochondria","17.5292","0.947899","0","1.95489","ADP/ATP transporter; member of the Ca2+-binding subfamily of the mitochondrial carrier family, with two EF-hand motifs; Pet9p and Sal1p have an overlapping function critical for viability; polymorphic in different S. cerevisiae strains"
"TIM23","YNR017W","mitochondria","53.01","14.8531","mitochondria","98.6286","mitochondria","93.0315","mitochondria","58.4449","mitochondria","27.8617","mitochondria","44.46","0.83","0","12.55","mitochondria","46.65","0.87","0","9.5","mitochondria","34.54","0.65","0","","mitochondria","mitochondria","51.215","0.965965","0","10.7486","Essential component of the Translocase of the Inner Mitochondrial membrane (TIM23 complex); involved in protein import into mitochondrial matrix and inner membrane; with Tim17p, contributes to architecture and function of the import channel"
"HMI1","YOL095C","cytosol","19.23","4.30126","mitochondria","51.5013","mitochondria","49.2294","mitochondria","21.8669","below threshold","23.3218","cytosol","15.53","0.8","0","5.88","cytosol","22.72","1.18","0","5","cytosol","17.91","0.93","0","","cytosol","cytosol","","","0","","Mitochondrial inner membrane localized ATP-dependent DNA helicase, required for the maintenance of the mitochondrial genome; not required for mitochondrial transcription; has homology to E. coli helicase uvrD"
"BNA4","YBL098W","mitochondria","21.18","5.53779","mitochondria","215.767","punctate,mitochondria","243.107","punctate,mitochondria","74.3946","mitochondria","70.8615","mitochondria","26.22","1.23","0","13.64","mitochondria","22.5","1.06","0","3.73","mitochondria","15.6","0.73","-1","","mitochondria","mitochondria","22.386","1.0563","0","5.08045","Kynurenine 3-mono oxygenase, required for the de novo biosynthesis of NAD from tryptophan via kynurenine; expression regulated by Hst1p; putative therapeutic target for Huntington disease"
"UPS3","YDR185C","mitochondria","21.51","5.52","mitochondria","56.2027","mitochondria","9.6038","below threshold","23.1099","mitochondria","24.4599","mitochondria","16.96","0.78","-1","8.27","mitochondria","20.26","0.94","0","4.54","mitochondria","17.08","0.79","-1","","mitochondria","mitochondria","17.8052","0.827373","0","3.06965","Mitochondrial protein of unknown function; similar to Ups1p and Ups2p which are involved in regulation of mitochondrial cardiolipin and phosphatidylethanolamine levels; null is viable but interacts synthetically with ups1 and ups2 mutations"
"ODC1","YPL134C","below threshold","14.43","","mitochondria","125.243","mitochondria","90.247","punctate,mitochondria","31.6955","#N/A","0","cytosol","15.12","1.04","0","","cytosol","14.09","0.97","0","","cytosol","18.19","1.25","0","","","","","","","","Mitochondrial inner membrane transporter, exports 2-oxoadipate and 2-oxoglutarate from the mitochondrial matrix to the cytosol for lysine and glutamate biosynthesis and lysine catabolism; suppresses, in multicopy, an fmc1 null mutation"
"YCL042W","YCL042W","","","","mitochondria","33.3455","below threshold","0","below threshold","18.2208","#N/A","23.2952","","","","","","","","","","","","","","","","","","","","","",""
"ATG32","YIL146C","below threshold","17.73","3.64212","mitochondria","33.4642","mitochondria","0","below threshold","20.5473","#N/A","0","cytosol","17.26","0.97","0","5.9","cytosol","18.76","1.05","0","3.18","cytosol","14.49","0.81","0","","below threshold","below threshold","18.1608","1.02378","0","2.76955","Mitochondrial-anchored transmembrane receptor that interacts with the autophagy adaptor protein, Atg11p, and is essential for mitophagy, the selective vacuolar degradation of mitochondria in response to starvation"
"VAC14","YLR386W","vacuole membrane","31.77","7.30053","mitochondria","86.0236","punctate","87.0704","punctate","24.6604","cytosol","49.698","vacuole membrane","32.26","1.01","0","13.24","vacuole membrane","32.82","1.03","0","6.63","vacuole membrane","37.85","1.19","0","","vacuole membrane","vacuole membrane","38.2394","1.20331","0","7.10096","Protein involved in regulated synthesis of PtdIns(3,5)P(2), in control of trafficking of some proteins to the vacuole lumen via the MVB, and in maintenance of vacuole size and acidity; interacts with Fig4p; activator of Fab1p"
"RIM2","YBR192W","","","","mitochondria","54.8716","mitochondria","61.3249","mitochondria","25.2398","mitochondria","27.7585","","","","","","","","","","","","","","","","","","","","","",""
"MIC10","YCL057C-A","","","","mitochondria","146.915","mitochondria","205.017","punctate,mitochondria","48.9062","mitochondria","36.0741","","","","","","","","","","","","","","","","","","","","","",""
"AAC3","YBR085W","mitochondria","15.91","4.80202","mitochondria","0","mitochondria","123.863","punctate,mitochondria","19.9798","mitochondria","31.3515","mitochondria","14.92","0.93","0","5.83","mitochondria","14.97","0.94","0","3.04","mitochondria","18.62","1.16","0","","mitochondria","mitochondria","17.0998","1.07425","0","3.98874","Mitochondrial inner membrane ADP/ATP translocator, exchanges cytosolic ADP for mitochondrially synthesized ATP; expressed under anaerobic conditions; similar to Pet9p and Aac1p; has roles in maintenance of viability and in respiration"
"SFC1","YJR095W","below threshold","14.64","4.24781","mitochondria","137.437","mitochondria","178.094","punctate","19.7526","#N/A","","cytosol","14.59","0.99","0","5.84","cytosol","15.82","1.08","0","3.82","cytosol","17","1.16","0","","below threshold","below threshold","15.1556","1.03492","0","2.13159","Mitochondrial succinate-fumarate transporter, transports succinate into and fumarate out of the mitochondrion; required for ethanol and acetate utilization"
"ALO1","YML086C","mitochondria","98.3","32.8377","mitochondria","169.074","mitochondria","214.767","mitochondria","41.1048","#N/A","0","mitochondria","101.49","1.03","0","48.14","mitochondria","119.44","1.21","0","31.73","mitochondria","127.03","1.29","0","","mitochondria","mitochondria","102.581","1.04348","0","21.9123","D-Arabinono-1,4-lactone oxidase, catalyzes the final step in biosynthesis of dehydro-D-arabinono-1,4-lactone, which is protective against oxidative stress"
"CTP1","YBR291C","mitochondria","50.8","16.309","mitochondria","81.8618","mitochondria","71.2509","mitochondria","72.4571","mitochondria","27.2343","mitochondria","32.73","0.64","0","16.46","mitochondria","46.15","0.9","0","9.55","mitochondria","24.21","0.47","-1","","mitochondria","mitochondria","52.4535","1.03238","0","8.01427","Mitochondrial inner membrane citrate transporter, member of the mitochondrial carrier family"
"DIC1","YLR348C","","","","mitochondria","119.528","mitochondria","186.667","mitochondria","22.3465","#N/A","0","","","","","","","","","","","","","","","","","","","","","",""
"UBP11","YKR098C","below threshold","16.59","3.70407","mitochondria","47.6122","mitochondria","61.5178","punctate","19.3019","mitochondria","36.1813","cytosol","18.28","1.1","0","6.03","cytosol","19.15","1.15","0","3.81","cytosol","15.16","0.91","0","","below threshold","below threshold","17.8687","1.07646","0","1.71204","Ubiquitin-specific protease that cleaves ubiquitin from ubiquitinated proteins"
"MRS4","YKR052C","","","","mitochondria","48.3124","mitochondria","50.3922","mitochondria","33.4553","#N/A","0","","","","","","","","","","","","","","","","","","","","","",""
"ORT1","YOR130C","mitochondria","18.85","","mitochondria","53.9475","mitochondria","33.0078","mitochondria","31.9768","#N/A","0","mitochondria","","","","","mitochondria","","","","","mitochondria","","","","","","","","","","","Ornithine transporter of the mitochondrial inner membrane, exports ornithine from mitochondria as part of arginine biosynthesis; human ortholog is associated with hyperammonaemia-hyperornithinaemia-homocitrullinuria (HHH) syndrome"
"YMC2","YBR104W","below threshold","14.7","3.0416","mitochondria","84.4372","mitochondria","59.6283","mitochondria","25.1594","mitochondria","28.3156","cytosol","13.47","0.91","0","4.34","cytosol","15.25","1.03","0","2.6","cytosol","14.82","1","0","","below threshold","below threshold","15.7549","1.07101","0","2.08754","Mitochondrial protein, putative inner membrane transporter with a role in oleate metabolism and glutamate biosynthesis; member of the mitochondrial carrier (MCF) family; has similarity with Ymc1p"
"GEP7","YGL057C","mitochondria","16.51","4.30817","cytosol,mitochondria","42.2133","punctate,mitochondria","16.8583","below threshold","20.0136","#N/A","0","mitochondria","19.69","1.19","0","5.49","mitochondria","18.15","1.09","0","3.66","mitochondria","27.49","1.66","0","","mitochondria","mitochondria","17.1986","1.04113","0","2.30263","Protein of unknown function; null mutant exhibits a respiratory growth defect and synthetic interactions with prohibitin (phb1) and gem1; authentic, non-tagged protein is detected in highly purified mitochondria in high-throughput studies"
"AGC1","YPR021C","below threshold","14.36","3.83381","mitochondria","131.777","punctate","86.3794","punctate","20.0815","mitochondria","31.0362","cytosol","14.58","1.01","0","4.8","cytosol","15.3","1.06","0","3.48","cytosol","17.84","1.24","0","","below threshold","below threshold","13.9408","0.97038","0","1.60953","Mitochondrial amino acid transporter, acts both as a glutamate uniporter and as an aspartate-glutamate exchanger; involved in nitrogen metabolism and nitrogen compound biosynthesis"
