Gene Name,ORF,SD Localization,SD Intensity (Median),SD STD,N' NOP1pr-GFP in SD Localization,N' NOP1pr-GFP in SD Intensity,N' TEF2pr-mCherry in SD Localization,N' TEF2pr-mCherry in SD Intensity,N' NATIVEpr-GFP in SD Localization,N' NATIVEpr-GFP in SD Intensity,N' TEF2pr-VC and Cyto-VN in SD Localization,N' TEF2pr-VC and Cyto-VN in SD Intensity,DTT Localization,DTT Intensity (Median),DTT Fold Change,Significance of DTT Intensity (Median) Change,DTT STD,H2O2 Localization,H2O2 Intensity (Median),H2O2 Fold Change,Significance of H2O2 Intensity (Median) Change,H2O2 STD,Starvation Localization,Starvation Intensity (Median),Starvation Fold Change,Significance of Starvation Intensity (Median) Change,Starvation STD,Pup2 DAmP Localization,MA3 Localization,MA3 Intensity (Median),MA3 Fold Change,Significance of MA3 Intensity (Median) Change,MA3 STD,Description
"GPR1","YDL035C","below threshold","17.97","5.30383","punctate","22.1822","below threshold","7.42517","below threshold","19.1289","#N/A","0","cytosol","17.34","0.96","0","5.08","cytosol","18.73","1.04","0","3.4","cytosol","20.71","1.15","0","","below threshold","below threshold","16.3283","0.907999","0","2.13329","Plasma membrane G protein coupled receptor (GPCR) that interacts with the heterotrimeric G protein alpha subunit, Gpa2p, and with Plc1p; sensor that integrates nutritional signals with the modulation of cell fate via PKA and cAMP synthesis"
"USO1","YDL058W","punctate","33.71","9.82792","punctate","133.018","cytosol,punctate","97.2444","punctate","30.6336","ambiguous,cytosol","54.7756","punctate","31.51","0.93","0","9.88","punctate","36.13","1.07","0","7.58","punctate","34.13","1.01","0","","punctate","punctate","30.6675","0.909479","0","5.81488","Essential protein involved in intracellular protein transport, coiled-coil protein necessary for transport from ER to Golgi; required for assembly of the ER-to-Golgi SNARE complex"
"CDC1","YDR182W","below threshold","18.35","4.12174","punctate","58.331","vacuole","56.5377","punctate","30.3379","below threshold","29.4767","cytosol","","","0","","cytosol","","","0","","cytosol","","","","","below threshold","below threshold","","","0","","Putative lipid phosphatase of the endoplasmic reticulum; shows Mn2+ dependence and may affect Ca2+ signaling; mutants display actin and general growth defects and pleiotropic defects in cell cycle progression and organelle distribution"
"PEX19","YDL065C","","","","cytosol,punctate","91.7961","cytosol","137.384","punctate","43.3058","cytosol,punctate","45.8615","","","","","","","","","","","","","","","","","","","","","",""
"SLY1","YDR189W","punctate","53.59","14.4322","cytosol,punctate","123.525","cytosol","140.452","punctate","34.8233","cytosol","56.2253","punctate","63.16","1.17","0","18.39","punctate","52.77","0.98","0","7.8","punctate","61.6","1.14","0","","punctate","punctate","39.953","0.74538","0","5.71048","Hydrophilic protein involved in vesicle trafficking between the ER and Golgi; SM (Sec1/Munc-18) family protein that binds the tSNARE Sed5p and stimulates its assembly into a trans-SNARE membrane-protein complex"
"MDH3","YDL078C","","","","punctate","225.973","punctate","283.576","punctate","96.0999","punctate","29.3719","","","","","","","","","","","","","","","","","","","","","",""
"NUR1","YDL089W","","","","punctate,nuclear periphery","72.18","punctate,nuclear periphery","73.2202","punctate,nuclear periphery","22.444","punctate","34.1777","","","","","","","","","","","","","","","","","","","","","",""
"UBX3","YDL091C","","","","ER,punctate","77.6093","ER,punctate","102.042","punctate","21.4065","below threshold","31.7591","","","","","","","","","","","","","","","","","","","","","",""
"KTR3","YBR205W","vacuole","19.9","6.02277","punctate,vacuole","98.928","vacuole","181.367","punctate","27.1021","punctate","38.7201","vacuole","17.55","0.88","0","6.43","vacuole","19.28","0.96","0","5.44","vacuole","18.27","0.91","0","","vacuole","vacuole","18.0481","0.906592","0","2.24219","Putative alpha-1,2-mannosyltransferase involved in O- and N-linked protein glycosylation; member of the KRE2/MNT1 mannosyltransferase family"
"UIP3","YAR027W","ambiguous","19.61","6.63918","punctate,vacuole membrane","118.1","ER,vacuole","235.893","below threshold","17.1342","punctate","39.2889","ambiguous","50.38","2.56","0","24.05","ambiguous","19.59","0.99","0","3.89","ambiguous","47.16","2.4","0","","ambiguous","ambiguous","16.2897","0.830079","0","3.06879","Putative integral membrane protein of unknown function; interacts with Ulp1p at the nuclear periphery; member of DUP240 gene family"
"YBR220C","YBR220C","below threshold","18.62","5.26607","punctate","53.2484","vacuole","66.1874","punctate","23.8896","punctate","31.609","cytosol","14.22","0.76","0","4.55","cytosol","16.38","0.87","0","4.94","cytosol","17.11","0.91","0","","below threshold","below threshold","15.6283","0.838946","0","1.96216","Putative protein of unknown function; YBR220C is not an essential gene"
"YAR028W","YAR028W","ambiguous","21.29","6.57324","punctate,vacuole membrane","82.1405","vacuole membrane","171.917","below threshold","17.1179","punctate","36.2938","ambiguous","19.96","0.93","0","7.02","ambiguous","20.63","0.96","0","4.23","ambiguous","23.12","1.08","0","","ambiguous","ambiguous","17.7248","0.831962","0","3.313","Putative integral membrane protein, member of DUP240 gene family; GFP-fusion protein is induced in response to the DNA-damaging agent MMS"
"PRM9","YAR031W","below threshold","14.22","3.95378","ER,punctate","44.032","ER,punctate","51.9214","below threshold","12.7302","below threshold","25.4748","cytosol","13.24","0.93","0","5.79","cytosol","14.98","1.05","0","3.22","cytosol","14.63","1.02","0","","below threshold","below threshold","15.5169","1.09062","0","1.97346","Pheromone-regulated protein with 3 predicted transmembrane segments and an FF sequence, a motif involved in COPII binding; member of DUP240 gene family"
"PCS60","YBR222C","","","","punctate","165.806","punctate","179.991","punctate","31.2893","punctate","25.7932","","","","","","","","","","","","","","","","","","","","","",""
"SWH1","YAR042W","below threshold","17.57","3.67781","punctate","61.819","punctate","52.9386","below threshold","21.8637","punctate","44.6916","cytosol","16.89","0.96","0","5.34","cytosol","16.94","0.96","0","4.09","cytosol","14.61","0.83","0","","below threshold","below threshold","18.4662","1.05088","0","2.94592","Protein similar to mammalian oxysterol-binding protein; contains ankyrin repeats; localizes to the Golgi and the nucleus-vacuole junction"
"IVY1","YDR229W","below threshold","15.64","4.23075","punctate,vacuole membrane","67.5578","punctate,vacuole membrane","105.42","punctate,vacuole membrane","21.3702","punctate","52.4151","cytosol","15.77","1","0","6.61","cytosol","16.6","1.06","0","3.11","cytosol","14.07","0.89","0","","below threshold","below threshold","16.9209","1.08096","0","2.37478","Phospholipid-binding protein that interacts with both Ypt7p and Vps33p, may partially counteract the action of Vps33p and vice versa, localizes to the rim of the vacuole as cells approach stationary phase"
"BUG1","YDL099W","punctate","44.65","11.258","punctate","95.4718","punctate","39.0176","punctate","44.2337","below threshold","36.3536","punctate","54.83","1.22","0","14.29","punctate","45.5","1.01","0","11.01","punctate","51.8","1.15","0","","punctate","punctate","49.3946","1.10598","0","7.00316","Cis-golgi localized protein involved in ER to Golgi transport; forms a complex with the mammalian GRASP65 homolog, Grh1p; mutants are compromised for the fusion of ER-derived vesicles with Golgi membranes"
"RTN1","YDR233C","ER","332.41","111.248","cell periphery,ER,punctate","208.14","cell periphery,ER,punctate","306.758","cell periphery,ER,punctate","98.3956","cell periphery,punctate","66.7372","ER","387.45","1.16","0","159.59","ER","294.82","0.88","0","61.71","ER","311.99","0.93","0","","ER","ER","307.915","0.926297","0","59.1295","ER membrane protein that interacts with Sey1p to maintain ER morphology; interacts with exocyst subunit Sec6p, with Yip3p, and with Sbh1p; null mutant has an altered ER morphology; member of the RTNLA (reticulon-like A) subfamily"
"ATG20","YDL113C","below threshold","17.5","4.36921","punctate","65.5273","cytosol,punctate","48.7804","below threshold","23.6703","cytosol","38.5915","cytosol","17.35","0.99","0","7.16","cytosol","18.06","1.03","0","4.89","cytosol","","","","","below threshold","below threshold","18.7125","1.06855","0","2.64338","Sorting nexin family member required for the cytoplasm-to-vacuole targeting (Cvt) pathway and for endosomal sorting; has a Phox homology domain that binds phosphatidylinositol-3-phosphate; interacts with Snx4p; potential Cdc28p substrate"
"SEC26","YDR238C","punctate","139.85","36.3643","punctate","131.962","punctate","63.4107","punctate,vacuole","57.5417","punctate","37.2148","punctate","169.82","1.21","0","57.31","punctate","143.77","1.02","0","25.91","punctate","148.45","1.06","0","","punctate","punctate","146.201","1.04533","0","28.8185","Essential beta-coat protein of the COPI coatomer, involved in ER-to-Golgi protein trafficking and maintenance of normal ER morphology; shares 43% sequence identity with mammalian beta-coat protein (beta-COP)"
"PEX5","YDR244W","punctate","24.97","","punctate","71.6123","cytosol","89.8795","punctate","40.3077","punctate","43.1118","punctate","19.2","0.76","-1","","punctate","21.77","0.87","0","","punctate","17.05","0.68","-1","","","","","","","","Peroxisomal membrane signal receptor for the C-terminal tripeptide signal sequence (PTS1) of peroxisomal matrix proteins, required for peroxisomal matrix protein import; also proposed to have PTS1-receptor independent functions"
"MNN10","YDR245W","below threshold","14.07","4.42908","ER,punctate","69.3194","ER,punctate","52.4612","punctate","27.8175","punctate","35.2342","cytosol","14.64","1.04","0","4.71","cytosol","15.32","1.08","0","2.79","cytosol","17.55","1.24","0","","below threshold","below threshold","14.438","1.02558","0","1.87354","Subunit of a Golgi mannosyltransferase complex also containing Anp1p, Mnn9p, Mnn11p, and Hoc1p that mediates elongation of the polysaccharide mannan backbone; membrane protein of the mannosyltransferase family"
"TRS23","YDR246W","punctate","18.91","5.0899","punctate","69.6014","cytosol","61.9639","punctate","35.7948","below threshold","28.2922","punctate","18.75","0.99","0","5.5","punctate","17.34","0.91","0","4.93","punctate","16.56","0.87","0","","punctate","punctate","16.8665","0.89177","0","1.75513","One of 10 subunits of the transport protein particle (TRAPP) complex of the cis-Golgi which mediates vesicle docking and fusion; involved in endoplasmic reticulum (ER) to Golgi membrane traffic; human homolog is TRAPPC4"
"CTA1","YDR256C","below threshold","14.15","3.95197","punctate","68.5423","punctate","94.6561","below threshold","15.7839","punctate","28.4384","cytosol","18.53","1.3","0","9.84","cytosol","17.52","1.23","0","3.48","cytosol","18.73","1.32","0","","below threshold","below threshold","15.9441","1.1266","0","2.41584","Catalase A, breaks down hydrogen peroxide in the peroxisomal matrix formed by acyl-CoA oxidase (Pox1p) during fatty acid beta-oxidation"
"TGL3","YMR313C","punctate","30.36","8.215","punctate","42.9221","punctate","48.6603","punctate","26.0711","punctate","27.7711","punctate","37.41","1.23","0","14.56","punctate","36.36","1.19","0","7.59","punctate","48.71","1.6","1","","punctate","punctate","30.3449","0.999172","0","6.30888","Bifunctional enzyme with triacylglycerol lipase and lysophosphatidylethanolamine acyltransferase activity; responsible for all the triacylglycerol lipase activity of the lipid particle; required with Tgl4p for timely bud formation"
"PEX10","YDR265W","punctate","17.14","","punctate","41.4593","punctate","25.1554","below threshold","21.0952","below threshold","26.101","punctate","16.61","0.96","0","","punctate","17.05","0.99","0","","punctate","18.19","1.06","0","","","","","","","","Peroxisomal membrane E3 ubiquitin ligase required for for Ubc4p-dependent Pex5p ubiquitination and peroxisomal matrix protein import; contains zinc-binding RING domain; mutations in human homolog cause various peroxisomal disorders"
"CCC2","YDR270W","punctate","22.32","6.41419","punctate","33.099","vacuole","29.125","below threshold","22.572","below threshold","26.2164","punctate","15.96","0.71","-1","6.83","punctate","18.05","0.8","-1","5.23","punctate","23.81","1.06","0","","punctate","punctate","16.228","0.72698","0","2.54692","Cu(+2)-transporting P-type ATPase, required for export of copper from the cytosol into an extracytosolic compartment; has similarity to human proteins involved in Menkes and Wilsons diseases"
"TRS20","YBR254C","punctate","22.64","6.34064","cytosol,punctate","66.086","cytosol,punctate","24.8095","punctate","23.4055","below threshold","28.266","punctate","22.1","0.97","0","7.45","cytosol","22.32","0.98","0","4.11","punctate","22.56","0.99","0","","punctate","punctate","19.4761","0.860066","0","2.79869","One of 10 subunits of the transport protein particle (TRAPP) complex of the cis-Golgi which mediates vesicle docking and fusion; mutations in the human homolog cause the spondyloepiphyseal dysplasia tarda (SEDL) disorder"
"SLA1","YBL007C","punctate","87.07","28.3034","punctate,bud neck","168.632","cytosol,punctate,bud neck","115.802","punctate,bud neck","42.4834","punctate,bud neck","60.8797","punctate","95.12","1.09","0","34.07","punctate","102.01","1.17","0","18.94","punctate","101.49","1.16","0","","punctate","punctate","93.6835","1.07579","0","18.4654","Cytoskeletal protein binding protein required for assembly of the cortical actin cytoskeleton; interacts with proteins regulating actin dynamics and proteins required for endocytosis; found in the nucleus and cell cortex; has 3 SH3 domains"
"YBL010C","YBL010C","punctate","20.95","5.73152","punctate","59.7839","cytosol,punctate","28.6393","punctate","28.5142","below threshold","28.2548","punctate","21.94","1.04","0","7.09","punctate","22.26","1.06","0","3.78","punctate","25.47","1.21","0","","punctate","punctate","19.7992","0.944671","0","3.59606","Putative protein of unknown function; green fluorescent protein (GFP)-fusion protein colocalizes with clathrin-coated vesicles"
"MTC4","YBR255W","below threshold","17.22","3.79965","punctate","41.8072","punctate","40.3904","below threshold","19.3062","punctate","29.7152","cytosol","16.79","0.97","0","5.77","cytosol","18.89","1.09","0","4.34","cytosol","14.72","0.85","0","","below threshold","below threshold","18.4579","1.07112","0","2.99044","Protein of unknown function, required for normal growth rate at 15 degrees C; green fluorescent protein (GFP)-fusion protein localizes to the cytoplasm in a punctate pattern; mtc4 is synthetically sick with cdc13-1"
"RFT1","YBL020W","","","","ER,punctate","69.5628","ER,vacuole","121.229","punctate","28.1705","ER,punctate","33.116","","","","","","","","","","","","","","","","","","","","","",""
"TSC10","YBR265W","ER","25.73","6.90846","ER,punctate","75.7911","ER,punctate","99.3913","ambiguous,ER","25.9133","below threshold","27.2404","ER","23.51","0.91","0","7.06","ER","25.41","0.98","0","6.2","ER","27.73","1.07","0","","ER","ER","19.5294","0.758868","0","3.03605","3-ketosphinganine reductase, catalyzes the second step in phytosphingosine synthesis, essential for growth in the absence of exogenous dihydrosphingosine or phytosphingosine, member of short chain dehydrogenase/reductase protein family"
"APL3","YBL037W","cell periphery, bud neck","","7.78735","punctate,bud neck","60.1415","punctate,bud neck","32.4077","bud neck","26.4632","below threshold","28.769","cell periphery, bud neck","28.43","0.97","0","7.61","cell periphery, bud neck","30.97","1.05","0","5.96","punctate","","","","","cell periphery, bud neck","cell periphery, bud neck","26.7577","0.912722","0","4.0975","Alpha-adaptin, large subunit of the clathrin associated protein complex (AP-2); involved in vesicle mediated transport"
"UBX7","YBR273C","","","","ER,punctate","98.4314","ER,punctate","130.173","ER","30.0642","below threshold","25.3853","","","","","","","","","","","","","","","","","","","","","",""
"EDE1","YBL047C","cell periphery, bud neck","","33.1027","punctate,bud neck","174.11","punctate","150.133","punctate,bud neck","59.0879","punctate","46.6111","punctate","","","0","","punctate","","","0","","punctate","","","","","cell periphery, bud neck","cell periphery, bud neck","122.636","1.14866","0","28.4942","Key endocytic protein involved in a network of interactions with other endocytic proteins, binds membranes in a ubiquitin-dependent manner, may also bind ubiquitinated membrane-associated proteins"
"APM3","YBR288C","punctate","30.67","7.62422","punctate","53.3633","cytosol,punctate","63.4419","punctate","29.1351","cytosol","30.6741","punctate","32.81","1.06","0","10.66","punctate","32.54","1.06","0","5.18","punctate","19.92","0.64","-1","","punctate","punctate","28.3495","0.924324","0","3.3376","Mu3-like subunit of the clathrin associated protein complex (AP-3); functions in transport of alkaline phosphatase to the vacuole via the alternate pathway"
"BSC2","YDR275W","punctate","24.73","6.92384","punctate","31.3819","punctate","9.70192","punctate","17.2821","below threshold","24.9247","punctate","25.42","1.02","0","12","punctate","20.27","0.81","0","4.54","punctate","","","","","punctate","punctate","34.239","1.384","1","6.88363","Protein of unknown function, ORF exhibits genomic organization compatible with a translational readthrough-dependent mode of expression"
"COP1","YDL145C","punctate","131.24","35.8012","punctate","189.902","punctate","90.6024","punctate","84.8841","punctate","47.88","punctate","151.16","1.15","0","55.09","punctate","162.41","1.23","0","37.04","punctate","116.18","0.88","0","","punctate","punctate","110.426","0.841365","0","18.0001","Alpha subunit of COPI vesicle coatomer complex, which surrounds transport vesicles in the early secretory pathway"
"LDB17","YDL146W","cytosol","21.9","5.07697","punctate,bud neck","58.4531","cytosol,punctate","73.9904","below threshold","13.8658","cytosol","37.4392","cytosol","29.04","1.32","1","14.25","cytosol","24.01","1.09","0","3.88","cytosol","18.15","0.82","0","","cytosol","cytosol","27.1871","1.24122","0","4.94318","Protein involved in the regulation of endocytosis; transiently recruited to actin cortical patches in a SLA1-dependent manner after late coat component assembly; GFP-fusion protein localizes to the periphery, cytoplasm, bud, and bud neck"
"DPL1","YDR294C","ER","44.06","12.5948","punctate","44.5841","punctate","34.9326","below threshold","23.6","below threshold","25.2892","ER","55.69","1.26","0","22.2","ER","59.69","1.35","1","13.92","ER","45.5","1.03","0","","ER","ER","59.8347","1.35786","1","7.76857","Dihydrosphingosine phosphate lyase, regulates intracellular levels of sphingolipid long-chain base phosphates (LCBPs), degrades phosphorylated long chain bases, prefers C16 dihydrosphingosine-l-phosphate as a substrate"
"ATG9","YDL149W","","","","punctate","46.6433","punctate","51.4089","below threshold","22.0866","punctate","34.2455","","","","","","","","","","","","","","","","","","","","","",""
"ENT1","YDL161W","punctate","37.62","10.825","punctate,bud neck","100.977","punctate,bud neck","107.131","punctate,bud neck","40.9073","cytosol,punctate","45.5039","punctate","40.82","1.08","0","16.45","punctate","41.67","1.1","0","7.98","punctate","50.98","1.35","1","","punctate","punctate","45.1726","1.20059","0","6.32394","Epsin-like protein involved in endocytosis and actin patch assembly and functionally redundant with Ent2p; binds clathrin via a clathrin-binding domain motif at C-terminus"
"YFT2","YDR319C","below threshold","17.64","","punctate","44.2401","vacuole","83.654","below threshold","23.8513","below threshold","24.941","cytosol","30.93","1.75","0","","cytosol","22.85","1.29","0","","cytosol","24.52","1.38","0","","","","","","","","Putative protein of unknown function, identified as an ortholog of the highly conserved FIT family of proteins involved in triglyceride droplet biosynthesis; interacts with Sst2p and Hsp82p in high-throughput two-hybrid screens"
"NUS1","YDL193W","punctate,ER","48.13","","punctate","106.112","punctate","149.41","ER,punctate","44.3651","punctate","48.4679","punctate,ER","65.92","1.36","1","","punctate,ER","40.75","0.84","0","","punctate,ER","73.09","1.51","1","","","","","","","","Putative prenyltransferase, required for cell viability; proposed to be involved in protein trafficking because tet-repressible mutant shows accumulation of hypoglycosylated forms of CPY"
"PEP7","YDR323C","punctate","16.86","","punctate","50.333","punctate","33.9577","punctate","25.6967","below threshold","28.7078","punctate","18.85","1.11","0","","punctate","19.61","1.16","0","","punctate","21.22","1.25","0","","","","","","","","Multivalent adaptor protein that facilitates vesicle-mediated vacuolar protein sorting by ensuring high-fidelity vesicle docking and fusion, which are essential for targeting of vesicles to the endosome; required for vacuole inheritance"
"SEC17","YBL050W","below threshold","14.64","4.094","punctate","58.3041","cytosol,ER","162.45","below threshold","17.4155","cytosol","47.7354","cytosol","14.46","0.98","0","4.45","cytosol","14.03","0.95","0","3","cytosol","16.7","1.13","0","","below threshold","below threshold","13.1676","0.898329","0","1.877","Peripheral membrane protein required for vesicular transport between ER and Golgi and for the 'priming' step in homotypic vacuole fusion, part of the cis-SNARE complex; has similarity to alpha-SNAP"
"BSD2","YBR290W","below threshold","14.59","3.99841","punctate,vacuole","33.6177","vacuole","41.5513","ambiguous","25.6479","below threshold","25.4844","cytosol","14.86","1.01","0","5.44","cytosol","13.57","0.92","0","2.65","cytosol","18.75","1.28","0","","below threshold","below threshold","13.2403","0.906912","0","1.80408","Heavy metal ion homeostasis protein, facilitates trafficking of Smf1p and Smf2p metal transporters to the vacuole where they are degraded, controls metal ion transport, prevents metal hyperaccumulation, functions in copper detoxification"
"AST1","YBL069W","below threshold","14.97","4.26339","punctate","103.32","cytosol,punctate","185.668","punctate","32.1987","cytosol","54.7013","cytosol","14.55","0.97","0","5.27","cytosol","14.65","0.97","0","2.76","cytosol","15.34","1.02","0","","below threshold","below threshold","14.9933","1.00115","0","2.73553","Peripheral membrane protein that interacts with the plasma membrane ATPase Pma1p and has a role in its targeting to the plasma membrane, possibly by influencing its incorporation into lipid rafts"
"ATG8","YBL078C","below threshold","16.62","4.19876","cytosol,punctate","75.9418","cytosol,punctate","189.935","punctate","27.5728","cytosol,punctate","38.4164","cytosol","15.42","0.92","0","5.47","cytosol","15.28","0.91","0","3","cytosol","15.24","0.91","0","","below threshold","below threshold","","","0","","Component of autophagosomes and Cvt vesicles; undergoes conjugation to phosphatidylethanolamine (PE); Atg8p-PE is anchored to membranes, is involved in phagophore expansion, and may mediate membrane fusion during autophagosome formation"
"AVT5","YBL089W","below threshold","13.73","3.97863","punctate","40.579","punctate","57.2134","below threshold","19.3239","below threshold","27.3941","cytosol","13.86","1","0","4.81","cytosol","14.67","1.06","0","2.62","cytosol","14.86","1.08","0","","below threshold","below threshold","15.5213","1.12944","0","2.12789","Putative transporter, member of a family of seven S. cerevisiae genes (AVT1-7) related to vesicular GABA-glycine transporters"
"SFT2","YBL102W","punctate","26.48","7.91112","punctate","131.002","punctate,vacuole","249.051","punctate","54.1986","punctate","46.0298","punctate","25.01","0.94","0","8.33","punctate","27.32","1.03","0","4.9","punctate","25.69","0.96","0","","punctate","punctate","22.3549","0.843984","0","4.06593","Non-essential tetra-spanning membrane protein found mostly in the late Golgi, can suppress some sed5 alleles; may be part of the transport machinery, but precise function is unknown; similar to mammalian syntaxin 5"
"RER1","YCL001W","punctate","31.04","9.85302","punctate","140.782","vacuole","148.378","ER,punctate","71.4248","punctate","46.1398","punctate","25.1","0.8","0","9.8","punctate","32.55","1.04","0","6.35","punctate","18.46","0.59","-1","","vacuole","punctate","30.9742","0.997536","0","6.13814","Protein involved in retention of membrane proteins, including Sec12p, in the ER; localized to Golgi; functions as a retrieval receptor in returning membrane proteins to the ER"
"SEC31","YDL195W","","","","punctate","146.417","punctate","180.197","cytosol,nucleus","25.0169","below threshold","24.8398","","","","","","","","","","","","","","","","","","","","","",""
"YSP2","YDR326C","","","","cell periphery,punctate","39.8787","cell periphery,punctate","15.6098","cell periphery,punctate","25.1303","below threshold","26.3162","","","","","","","","","","","","","","","","","","","","","",""
"PEX3","YDR329C","punctate","22.18","","punctate","59.8326","punctate","59.5896","punctate","16.7508","below threshold","25.9181","punctate","21.22","0.95","0","","punctate","21.42","0.96","0","","punctate","23.69","1.06","0","","","","","","","","Peroxisomal membrane protein (PMP) required for proper localization and stability of PMPs; anchors peroxisome retention factor Inp1p at the peroxisomal membrane; interacts with Pex19p"
"SBE2","YDR351W","below threshold","16.51","4.82163","punctate","34.6819","punctate","15.0836","punctate","20.2592","below threshold","28.5897","cytosol","13.33","0.8","0","4.17","cytosol","15.33","0.92","0","2.86","cytosol","16.33","0.98","0","","below threshold","below threshold","15.5221","0.939663","0","1.72906","Protein involved in the transport of cell wall components from the Golgi to the cell surface; required for bud growth"
"FMP45","YDL222C","Cell periphery","53.72","77.7451","cell periphery,punctate","119.575","cell periphery,punctate","206.59","cell periphery,punctate","49.5173","below threshold","35.6806","Cell periphery","75.45","1.4","1","158.55","Cell periphery","56.47","1.05","0","61.4","Cell periphery","241.92","4.5","1","","Cell periphery","Cell periphery","98.6582","1.83612","1","111.179","Integral membrane protein localized to mitochondria (untagged protein); required for sporulation and maintaining sphingolipid content; has sequence similarity to SUR7 and YNL194C"
"SPC110","YDR356W","punctate","22.84","7.05579","punctate,nucleus","81.1635","punctate,nucleus","102.261","punctate,nucleus","33.8091","punctate,nucleus","38.7221","punctate","25.18","1.1","0","8.05","punctate","23.95","1.04","0","5.08","punctate","19.96","0.87","0","","punctate","punctate","24.4583","1.07068","0","5.13559","Inner plaque spindle pole body (SPB) component, ortholog of human kendrin; involved in connecting nuclear microtubules to SPB; interacts with Tub4p-complex and calmodulin; phosphorylated by Mps1p in cell cycle-dependent manner"
