Gene Name,ORF,SD Localization,SD Intensity (Median),SD STD,N' NOP1pr-GFP in SD Localization,N' NOP1pr-GFP in SD Intensity,N' TEF2pr-mCherry in SD Localization,N' TEF2pr-mCherry in SD Intensity,N' NATIVEpr-GFP in SD Localization,N' NATIVEpr-GFP in SD Intensity,N' TEF2pr-VC and Cyto-VN in SD Localization,N' TEF2pr-VC and Cyto-VN in SD Intensity,DTT Localization,DTT Intensity (Median),DTT Fold Change,Significance of DTT Intensity (Median) Change,DTT STD,H2O2 Localization,H2O2 Intensity (Median),H2O2 Fold Change,Significance of H2O2 Intensity (Median) Change,H2O2 STD,Starvation Localization,Starvation Intensity (Median),Starvation Fold Change,Significance of Starvation Intensity (Median) Change,Starvation STD,Pup2 DAmP Localization,MA3 Localization,MA3 Intensity (Median),MA3 Fold Change,Significance of MA3 Intensity (Median) Change,MA3 STD,Description
"YHR007C-A","YHR007C-A","","","","nucleus","32.1088","nucleus","20.4122","below threshold","18.0095","below threshold","23.8668","","","","","","","","","","","","","","","","","","","","","",""
"SLT2","YHR030C","nucleus:cytosol","38.49","11.4807","cytosol,nucleus","81.2547","cytosol,nucleus","154.887","cytosol,nucleus","34.3644","cytosol","50.2507","nucleus.cytosol","132.73","3.44","1","70.68","nucleus.cytosol","36.81","0.95","0","9.64","nucleus,cytosol","44.06","1.14","0","","nucleus:cytosol","nucleus:cytosol","56.7623","1.47434","1","14.8559","Serine/threonine MAP kinase involved in regulating the maintenance of cell wall integrity and progression through the cell cycle; regulated by the PKC1-mediated signaling pathway"
"UFD1","YGR048W","nucleus:cytosol","42.97","10.6442","cytosol,nucleus","78.5971","cytosol,nucleus","132.245","cytosol,nucleus","29.6091","nucleus","40.22","nucleus.cytosol","47.93","1.11","0","11.67","nucleus.cytosol","51.06","1.18","0","13.19","nucleus,cytosol","66.84","1.55","1","","nucleus:cytosol","nucleus:cytosol","48.5027","1.12854","0","6.17302","Protein that interacts with Cdc48p and Npl4p, involved in recognition of polyubiquitinated proteins and their presentation to the 26S proteasome for degradation; involved in transporting proteins from the ER to the cytosol"
"YFL066C","YFL066C","cytosol","19.56","","punctate,nucleus","54.3667","punctate,nucleus","19.3728","below threshold","16.9386","punctate","24.0604","cytosol","16.06","0.82","0","","cytosol","17.92","0.91","0","","cytosol","30.11","1.53","0","","","","","","","","Helicase-like protein encoded within the telomeric Y' element; induced by treatment with 8-methoxypsoralen and UVA irradiation"
"PEF1","YGR058W","cytosol","24.76","","punctate,nucleus","68.2124","punctate,nucleus","111.188","nucleus","26.5372","punctate","36.0627","cytosol","21.72","0.87","0","","cytosol","29.67","1.19","0","","cytosol","","","","","","","","","","","Penta-EF-hand protein required for polar bud growth and cell wall abscission; binds calcium and zinc with different affinity; localizes to bud site in G1, bud neck in G2"
"VMA22","YHR060W","ER","19.27","5.75202","cytosol,nucleus","150.268","cytosol,nucleus","100.044","below threshold","16.7702","cytosol","35.3343","ER","19.31","1","0","5.66","ER","19.58","1.01","0","4.83","ER","23.42","1.21","0","","ER","ER","16.1439","0.837315","0","2.9501","Peripheral membrane protein that is required for vacuolar H+-ATPase (V-ATPase) function, although not an actual component of the V-ATPase complex; functions in the assembly of the V-ATPase; localized to the yeast endoplasmic reticulum (ER)"
"IRC5","YFR038W","below threshold","18.46","4.5578","nucleus","69.0831","below threshold","0","nucleus","20.7558","nucleus","45.3765","cytosol","16.44","0.89","0","7.88","cytosol","17.11","0.92","0","3.87","cytosol","17","0.92","0","","below threshold","below threshold","17.9827","0.973796","0","2.98252","Putative ATPase containing the DEAD/H helicase-related sequence motif; null mutant displays increased levels of spontaneous Rad52p foci"
"SNU114","YKL173W","nucleus","34.47","7.31318","cytosol,nucleus","52.5443","nucleus","56.1257","nucleus","28.566","cytosol,nucleus","35.2691","nucleus","27.08","0.78","0","7.59","nucleus","36.6","1.06","0","6.45","nucleus","30.35","0.88","0","","nucleus","nucleus","27.3343","0.792834","0","3.63186","GTPase component of U5 snRNP involved in mRNA splicing via spliceosome; binds directly to U5 snRNA; proposed to be involved in conformational changes of the spliceosome; similarity to ribosomal translocation factor EF-2"
"CYB2","YML054C","below threshold","17.23","4.44616","cytosol,nucleus","47.2518","cytosol,nucleus","54.5196","below threshold","21.795","below threshold","24.669","cytosol","19.92","1.15","0","10.38","cytosol","17.96","1.04","0","5.04","mitochondria","20.05","1.16","0","","below threshold","below threshold","22.3644","1.29759","0","5.72315","Cytochrome b2 (L-lactate cytochrome-c oxidoreductase), component of the mitochondrial intermembrane space, required for lactate utilization; expression is repressed by glucose and anaerobic conditions"
"SRN2","YLR119W","below threshold","17.74","12.9797","nucleus","40.7774","nucleus","15.1621","below threshold","23.1166","below threshold","26.4054","cytosol","18.25","1.02","0","6.14","cytosol","16.21","0.91","0","4.01","cytosol","25.82","1.45","0","","below threshold","below threshold","19.3983","1.09273","0","13.8306","Component of the ESCRT-I complex, which is involved in ubiquitin-dependent sorting of proteins into the endosome; suppressor of rna1-1 mutation; may be involved in RNA export from nucleus"
"CDC6","YJL194W","nucleus","18.11","5.15388","nucleus","16.6599","below threshold","4.2353","below threshold","19.8883","#N/A","23.6425","nucleus","19.79","1.09","0","7.81","nucleus","17.83","0.98","0","2.75","nucleus","17.88","0.98","0","","nucleus","nucleus","18.7252","1.03374","0","3.02092","Essential ATP-binding protein required for DNA replication, component of the pre-replicative complex (pre-RC) which requires ORC to associate with chromatin and is in turn required for Mcm2-7p DNA association; homologous to S. pombe Cdc18p"
"NCE101","YJL205C","","","","cytosol,nucleus","21.4594","cytosol","16.2594","below threshold","21.2999","below threshold","23.8388","","","","","","","","","","","","","","","","","","","","","",""
"RMP1","YLR145W","nucleus","17.77","4.77606","nucleus","29.506","nucleus,nucleolus","16.9699","nucleus","26.9527","below threshold","25.7237","nucleus","17.51","0.98","0","5.52","nucleus","19.71","1.1","0","4.32","nucleus","20.54","1.15","0","","nucleus","nucleus","17.2083","0.968151","0","2.47891","Subunit of RNase MRP, which processes pre-rRNA and has a role in cell cycle-regulated degradation of daughter cell-specific mRNAs; unlike most subunits, not shared between RNase MRP and nuclear RNase P"
"TDA9","YML081W","nucleus","21.81","4.7999","nucleus","36.0936","nucleus","44.07","nucleus","25.5096","nucleus","30.5702","nucleus","22.19","1.01","0","5.95","nucleus","24.81","1.13","0","4.53","nucleus","18.89","0.86","0","","nucleus","nucleus","26.4569","1.21257","0","3.08393","Putative protein of unknown function; green fluorescent protein (GFP)-fusion protein localizes to the nucleus; YML081w is not an essential gene"
"CUE4","YML101C","ER","26.37","7.35386","nucleus","90.452","ER,punctate","80.5824","ER","34.4083","below threshold","24.7166","ER","24.81","0.94","0","9.19","ER","33.33","1.26","0","8.35","ER","19.56","0.74","-1","","ER","ER","21.4216","0.812154","0","2.73344","Protein of unknown function; has a CUE domain that binds ubiquitin, which may facilitate intramolecular monoubiquitination"
"APL1","YJR005W","bud neck","","9.99244","punctate,bud neck,nucleus","29.0374","bud neck,nucleus","12.5349","bud neck","26.5278","below threshold","24.9547","bud neck","36.78","1.07","0","10.66","bud neck","31.62","0.92","0","6.04","bud neck","37.55","1.09","0","","bud neck","bud neck","25.5278","0.747533","0","5.6594","Beta-adaptin, large subunit of the clathrin associated protein complex (AP-2); involved in vesicle mediated transport; similar to mammalian beta-chain of the clathrin associated protein complex"
"TDH2","YJR009C","cytosol","1973.61","748.252","cytosol,nucleus","270.301","cytosol,nucleus","325.747","cytosol,nucleus","611.257","cytosol,nucleus","84.9421","cytosol","3261.82","1.65","1","316.85","cytosol","2806.68","1.42","1","588.61","nucleus","","","","","cytosol","cytosol","2113.27","1.07076","0","627.628","Glyceraldehyde-3-phosphate dehydrogenase, isozyme 2, involved in glycolysis and gluconeogenesis; tetramer that catalyzes the reaction of glyceraldehyde-3-phosphate to 1,3 bis-phosphoglycerate; detected in the cytoplasm and cell wall"
"APS2","YJR058C","below threshold","17.32","3.81766","punctate,bud neck,nucleus","40.4728","punctate,bud neck,nucleus","17.0491","missing","15.8225","below threshold","24.0536","cytosol","17.87","1.03","0","5.19","cytosol","18.1","1.04","0","3.18","cytosol","16.85","0.97","0","","below threshold","below threshold","15.5939","0.90006","0","3.03773","Small subunit of the clathrin-associated adaptor complex AP-2, which is involved in protein sorting at the plasma membrane; related to the sigma subunit of the mammalian plasma membrane clathrin-associated protein (AP-2) complex"
"NEJ1","YLR265C","nucleus","18.67","","nucleus","59.3275","nucleus","113.669","ambiguous,nucleus","17.271","nucleus","30.2649","nucleus","20.17","1.07","0","","nucleus","21.39","1.14","0","","nucleus","19.15","1.02","0","","","","","","","","Protein involved in regulation of nonhomologous end joining; interacts with DNA ligase IV components Dnl4p and Lif1p; repressed by MAT heterozygosity; regulates cellular distribution of Lif1p"
"RPN1","YHR027C","nucleus:cytosol","109.24","29.2313","nucleus","148.587","nucleus","222.54","nucleus","110.108","nucleus","52.3465","nucleus.cytosol","101.11","0.92","0","43.12","nucleus.cytosol","127.05","1.16","0","28.34","nucleus,cytosol","111.2","1.01","0","","nucleus:cytosol","nucleus:cytosol","78.1041","0.714906","0","15.8846","Non-ATPase base subunit of the 19S regulatory particle of the 26S proteasome; may participate in the recognition of several ligands of the proteasome; contains a leucine-rich repeat (LRR) domain, a site for protein-protein interactions"
"ECM29","YHL030W","nucleus:cytosol","34.79","10.67","cytosol,nucleus","88.0055","nucleus","85.8837","below threshold","17.3256","cytosol","30.4224","nucleus.cytosol","25.92","0.74","0","8.3","nucleus.cytosol","35.71","1.02","0","10.53","nucleus,cytosol","22.48","0.64","-1","","nucleus:cytosol","nucleus:cytosol","43.6058","1.25306","0","8.33653","Major component of the proteasome; tethers the proteasome core particle to the regulatory particle, and enhances the stability of the proteasome"
"PRE4","YFR050C","nucleus","221.23","74.2212","cytosol,nucleus","129.054","cytosol","0","cytosol,nucleus","106.004","cytosol","41.6598","nucleus","244.4","1.1","0","100.4","nucleus","257.71","1.16","0","48.59","nucleus","332.41","1.5","1","","nucleus","nucleus","233.12","1.05369","0","51.4715","Beta 7 subunit of the 20S proteasome"
"PUT3","YKL015W","nucleus","21.52","5.39373","nucleus","58.91","nucleus","70.9143","nucleus","23.7101","nucleus","32.6333","nucleus","20.32","0.94","0","7.46","nucleus","24.19","1.12","0","5.34","nucleus","16.88","0.78","-1","","nucleus","nucleus","25.7945","1.19804","0","3.39887","Transcriptional activator of proline utilization genes, constitutively binds PUT1 and PUT2 promoter sequences and undergoes a conformational change to form the active state; has a Zn(2)-Cys(6) binuclear cluster domain"
"MDM30","YLR368W","below threshold","13.29","3.54458","cytosol,nucleus","42.1094","nucleus","45.9719","below threshold","20.5563","cytosol,punctate","32.0942","cytosol","16.98","1.27","0","6.33","cytosol","13.7","1.03","0","2.93","cytosol","19.69","1.48","0","","below threshold","below threshold","16.8175","1.26469","0","3.48992","F-box protein; associates with mitochondria and has a role in mitochondrial fusion; stimulates nuclear export of specific mRNAs; promotes ubiquitin-mediated degradation of Gal4p in some strains"
"ROM2","YLR371W","cytosol","22.59","4.82752","cytosol,nucleus","35.4128","cell periphery,nucleus","46.7134","ambiguous,bud neck","22.9612","cytosol,nucleus","38.4167","cytosol","23.24","1.02","0","9.4","cytosol","29.01","1.28","0","4.97","cytosol","19.75","0.87","0","","cytosol","cytosol","28.5095","1.26158","0","3.16663","GDP/GTP exchange protein (GEP) for Rho1p and Rho2p; mutations are synthetically lethal with mutations in rom1, which also encodes a GEP"
"PSY3","YLR376C","below threshold","18.44","3.8039","cytosol,nucleus","49.5338","cytosol,nucleus","87.5278","below threshold","20.9427","cytosol","35.3108","cytosol","19.79","1.07","0","7","cytosol","16.1","0.87","0","2.59","cytosol","16.47","0.89","0","","below threshold","below threshold","20.7678","1.126","0","2.99252","Protein involved in a Rad51p-, Rad54p-dependent pathway for homologous recombination repair; deletion results in a mutator phenotype; deletion increases sensitivity to anticancer drugs oxaliplatin and cisplatin but not mitomycin C"
"GTS1","YGL181W","punctate","36.93","9.43759","cytosol,punctate,bud neck,nucleus","86.75","cytosol,nucleus,bud","141.542","punctate,bud neck","41.7265","cytosol","48.7048","punctate","40.56","1.09","0","14.2","punctate","44.46","1.2","0","11.4","punctate","63.41","1.71","1","","punctate","punctate","39.5939","1.07195","0","5.08223","Arf3p GTPase Activating Protein (GAP) that localizes to endocytic patches; gts1 mutations affect budding, cell size, heat tolerance, sporulation, life span, ultradian rhythms; localizes to nucleus and induces flocculation when overexpressed"
"NUP192","YJL039C","nuclear periphery","38.15","","punctate,nucleus","104.831","punctate,nuclear periphery","54.443","punctate,nuclear periphery","51.585","punctate,nuclear periphery","43.7123","nuclear periphery","37.45","0.98","0","","nuclear periphery","36.03","0.94","0","","nuclear periphery","45.52","1.19","0","","","","","","","","Essential structural subunit of the nuclear pore complex (NPC), localizes to the nuclear periphery of nuclear pores, homologous to human p205"
"ATG17","YLR423C","punctate","17.89","4.72743","cytosol,nucleus","56.2587","nucleus","104.517","punctate","18.1224","nucleus","37.904","punctate","20.28","1.13","0","8.66","punctate","19.62","1.09","0","3.66","punctate","21.14","1.18","0","","punctate","punctate","21.8231","1.21913","0","3.08443","Scaffold protein responsible for phagophore assembly site organization; regulatory subunit of an autophagy-specific complex that includes Atg1p and Atg13p; stimulates Atg1p kinase activity"
"CIK1","YMR198W","punctate","19.79","3.91823","nucleus","30.6165","nucleus","11.597","punctate","20.5999","below threshold","24.8335","punctate","18.05","0.91","0","7.55","punctate","18.83","0.95","0","3.59","punctate","14.45","0.72","0","","punctate","punctate","21.8139","1.10187","0","3.98964","Kinesin-associated protein required for both karyogamy and mitotic spindle organization, interacts stably and specifically with Kar3p and may function to target this kinesin to a specific cellular role; has similarity to Vik1p"
"TRX1","YLR043C","below threshold","14.89","3.90144","cytosol,nucleus","450.334","cytosol,nucleus","843.551","cytosol,nucleus","149.27","#N/A","0","cytosol","14.98","1","0","4.81","cytosol","14.08","0.94","0","2.74","cytosol","16.24","1.09","0","","below threshold","below threshold","15.3219","1.0284","0","2.88583","Cytoplasmic thioredoxin isoenzyme of the thioredoxin system which protects cells against oxidative and reductive stress, forms LMA1 complex with Pbi2p, acts as a cofactor for Tsa1p, required for ER-Golgi transport and vacuole inheritance"
"FUS2","YMR232W","below threshold","16.39","4.41934","nucleus","33.1828","nucleus","12.8974","below threshold","14.6888","below threshold","25.4548","cytosol","15.89","0.96","0","6.51","cytosol","17.61","1.07","0","4.41","cytosol","15.53","0.94","0","","below threshold","below threshold","18.534","1.12965","0","2.77822","Cytoplasmic protein localized to the shmoo tip; required for the alignment of parental nuclei before nuclear fusion during mating"
"CUE1","YMR264W","below threshold","13.76","4.26548","cell periphery,punctate,nucleus","75.1406","ER,punctate","31.8174","below threshold","20.0994","#N/A","0","cytosol","15.19","1.1","0","5.1","cytosol","13.81","1","0","2.18","cytosol","16.5","1.19","0","","below threshold","below threshold","14.5742","1.0588","0","1.51833","Endoplasmic reticulum membrane protein that recruits the ubiquitin-conjugating enzyme Ubc7p to the ER where it functions in protein degradation; contains a CUE domain that binds ubiquitin to facilitate intramolecular monoubiquitination"
"NOG2","YNR053C","nucleus","110.51","","nucleus","63.4702","missing","","nucleus","52.2905","nucleus","30.668","nucleus","73.94","0.66","0","","nucleus","130.89","1.18","0","","nucleus","25.8","0.23","-1","","","","","","","","Putative GTPase that associates with pre-60S ribosomal subunits in the nucleolus and is required for their nuclear export and maturation"
"PUP1","YOR157C","nucleus","213.62","117.78","cytosol,nucleus","132.941","cytosol,nucleus","149.713","missing","","cytosol","38.3317","nucleus","241.3","1.12","0","104.81","nucleus","244.4","1.14","0","51.08","nucleus","233.11","1.09","0","","nucleus","nucleus","230.983","1.08126","0","63.1339","Beta 2 subunit of the 20S proteasome; endopeptidase with trypsin-like activity that cleaves after basic residues; synthesized as a proprotein before being proteolytically processed for assembly into 20S particle; human homolog is subunit Z"
"ATG5","YPL149W","cytosol","18.68","4.57374","cytosol,nucleus","71.9283","cytosol,nucleus","55.3526","below threshold","19.3404","below threshold","26.7855","cytosol","23.73","1.27","0","7.16","cytosol","17.23","0.92","0","3.3","cytosol","19.22","1.02","0","","cytosol","cytosol","21.9403","1.17416","0","2.92927","Conserved protein involved in autophagy and the Cvt pathway; undergoes conjugation with Atg12p to form a complex involved in Atg8p lipidation; conjugated Atg12p also forms a complex with Atg16p that is essential for autophagosome formation"
"YPL162C","YPL162C","vacuole membrane","37.34","10.1702","nucleus","23.4368","below threshold","6.17063","below threshold","20.167","#N/A","0","vacuole membrane","26.63","0.71","0","10.13","vacuole membrane","35.37","0.94","0","7.31","vacuole membrane","44.59","1.19","0","","vacuole membrane","vacuole membrane","31.3596","0.839756","0","5.52906","Putative protein of unknown function; green fluorescent protein (GFP)-fusion protein localizes to the membrane of vacuole with cell cycle-correlated morphology"
"YNL046W","YNL046W","below threshold","18.5","4.28679","punctate,nucleus","64.09","punctate","66.4358","below threshold","22.9662","#N/A","0","cytosol","16.71","0.9","0","5.96","cytosol","16.99","0.91","0","3.79","cytosol","16.39","0.88","0","","below threshold","below threshold","18.8056","1.01624","0","3.35657","Putative protein of unknown function; expression depends on Swi5p; GFP-fusion protein localizes to the endoplasmic reticulum; deletion confers sensitivity to 4-(N-(S-glutathionylacetyl)amino) phenylarsenoxide (GSAO)"
"GSP2","YOR185C","nucleus:cytosol","29.26","17.1327","nucleus","378.952","nucleus","417.103","cytosol,nucleus","14.5666","nucleus","95.8101","nucleus.cytosol","46.15","1.57","1","29.53","nucleus.cytosol","44.59","1.52","1","13.86","nucleus,cytosol","98.56","3.36","1","","nucleus:cytosol","nucleus:cytosol","23.3377","0.79743","0","4.46726","GTP binding protein (mammalian Ranp homolog) involved in the maintenance of nuclear organization, RNA processing and transport; interacts with Kap121p, Kap123p and Pdr6p (karyophilin betas); Gsp1p homolog that is not required for viability"
"BMS1","YPL217C","below threshold","19","4.54266","nucleus","100.279","nucleus,nucleolus","40.8913","punctate","17.3014","nucleus","35.9173","cytosol","18.08","0.95","0","6.05","cytosol","21.18","1.11","0","3.78","cytosol","16.58","0.87","0","","below threshold","below threshold","20.4188","1.07445","0","2.91133","GTPase required for synthesis of 40S ribosomal subunits and for processing the 35S pre-rRNA at sites A0, A1, and A2; interacts with Rcl1p, which stimulates its GTPase and U3 snoRNA binding activities; has similarity to Tsr1p"
