Gene Name,ORF,SD Localization,SD Intensity (Median),SD STD,N' NOP1pr-GFP in SD Localization,N' NOP1pr-GFP in SD Intensity,N' TEF2pr-mCherry in SD Localization,N' TEF2pr-mCherry in SD Intensity,N' NATIVEpr-GFP in SD Localization,N' NATIVEpr-GFP in SD Intensity,N' TEF2pr-VC and Cyto-VN in SD Localization,N' TEF2pr-VC and Cyto-VN in SD Intensity,DTT Localization,DTT Intensity (Median),DTT Fold Change,Significance of DTT Intensity (Median) Change,DTT STD,H2O2 Localization,H2O2 Intensity (Median),H2O2 Fold Change,Significance of H2O2 Intensity (Median) Change,H2O2 STD,Starvation Localization,Starvation Intensity (Median),Starvation Fold Change,Significance of Starvation Intensity (Median) Change,Starvation STD,Pup2 DAmP Localization,MA3 Localization,MA3 Intensity (Median),MA3 Fold Change,Significance of MA3 Intensity (Median) Change,MA3 STD,Description
"QDR3","YBR043C","cell periphery","22.8","","cell periphery","73.8688","cell periphery,vacuole","139.565","below threshold","22.0235","cell periphery,punctate","37.561","cell periphery","","","","","cell periphery","","","0","","cell periphery","","","","","","","","","","","Multidrug transporter of the major facilitator superfamily, required for resistance to quinidine, barban, cisplatin, and bleomycin"
"GEX1","YCL073C","","","","cell periphery","53.2776","cell periphery,vacuole","81.8556","below threshold","19.1921","cell periphery,punctate","34.7951","","","","","","","","","","","","","","","","","","","","","","Protein of unconfirmed function; displays a topology characteristic of the Major Facilitators Superfamily of membrane proteins; coding sequence 98% identical to that of YKR106W"
"YCP4","YCR004C","punctate,cytosol","98.22","","cell periphery","328.124","cell periphery","517.487","cell periphery,punctate","82.1305","cell periphery,punctate","61.8491","punctate,cytosol","130.89","1.33","0","","punctate,cytosol","100.84","1.02","0","","punctate,cytosol","186.81","1.9","1","","","","","","","","Protein of unknown function, has sequence and structural similarity to flavodoxins; predicted to be palmitoylated; the authentic, non-tagged protein is detected in highly purified mitochondria in high-throughput studies"
"YCR007C","YCR007C","below threshold","17","","cell periphery,vacuole","96.2713","cell periphery,vacuole","239.005","below threshold","17.7554","punctate","50.458","cytosol","17.68","1.04","0","","cytosol","14.62","0.86","0","","cytosol","15.6","0.91","0","","","","","","","","Putative integral membrane protein, member of DUP240 gene family; YCR007C is not an essential gene"
"ADY2","YCR010C","below threshold","14.87","4.17463","cell periphery,vacuole","121.029","cell periphery,vacuole","304.917","below threshold","18.3291","ER,punctate","39.6669","cytosol","14.73","0.99","0","4.22","cytosol","15.63","1.05","0","3.06","cytosol","17.33","1.16","0","","below threshold","below threshold","14.5851","0.98025","0","2.21049","Acetate transporter required for normal sporulation; phosphorylated in mitochondria"
"TAT1","YBR069C","cell periphery","100.99","30.7176","cell periphery,ER","99.0777","cell periphery,ER,vacuole","84.2865","ER","41.8943","cell periphery","38.2287","cell periphery","41.87","0.41","-1","17.37","cell periphery","53.35","0.52","-1","11.91","cytosol","18.37","0.18","0","","cell periphery","cell periphery","79.1919","0.784104","0","16.0468","Amino acid transport protein for valine, leucine, isoleucine, and tyrosine, low-affinity tryptophan and histidine transporter; overexpression confers FK506 and FTY720 resistance"
"YDR034W-B","YDR034W-B","","","","cell periphery","220.714","cell periphery,punctate","418.308","cell periphery","38.893","cell periphery","47.137","","","","","","","","","","","","","","","","","","","","","",""
"ENA5","YDR038C","below threshold","18.03","4.29428","cell periphery,vacuole","93.3594","below threshold","6.53209","below threshold","17.8555","ER","32.098","cytosol","16.86","0.93","0","5.24","cytosol","16.68","0.92","0","2.81","cytosol","17","0.94","0","","below threshold","below threshold","16.3346","0.905782","0","1.80978","Protein with similarity to P-type ATPase sodium pumps, member of the Na+ efflux ATPase family"
"ENA2","YDR039C","cytosol","22.6","5.38827","cell periphery,vacuole","87.3762","cell periphery,vacuole","127.214","below threshold","14.5978","cell periphery,punctate","34.3193","cytosol","22.61","1","0","7.32","cytosol","21.02","0.93","0","3.26","cytosol","22.27","0.98","0","","cytosol","cytosol","19.0266","0.841816","0","2.83044","P-type ATPase sodium pump, involved in Na+ efflux to allow salt tolerance; likely not involved in Li+ efflux"
"ENA1","YDR040C","below threshold","15.61","4.66355","cell periphery,vacuole","99.6614","missing","0","below threshold","16.4167","ER","34.3524","cytosol","16.87","1.08","0","5.35","cytosol","16.8","1.07","0","3.71","cytosol","16","1.02","0","","below threshold","below threshold","14.8144","0.948266","0","1.5872","P-type ATPase sodium pump, involved in Na+ and Li+ efflux to allow salt tolerance"
"DTR1","YBR180W","","","","cell periphery","104.827","cell periphery,vacuole","227.255","below threshold","18.6111","cell periphery,punctate","46.7899","","","","","","","","","","","","","","","","","","","","","",""
"PFA5","YDR459C","below threshold","14.78","","cell periphery","65.2894","cell periphery,vacuole","102.676","below threshold","20.7806","below threshold","27.3468","cytosol","16.4","1.1","0","","cytosol","16.61","1.12","0","","cytosol","18.59","1.25","0","","","","","","","","Palmitoyltransferase with autoacylation activity; likely functions in pathway(s) outside Ras; member of a family of putative palmitoyltransferases containing an Asp-His-His-Cys-cysteine rich (DHHC-CRD) domain"
"FEN2","YCR028C","below threshold","14.83","4.15759","cell periphery,vacuole","65.5413","cell periphery,vacuole","134.507","missing","0","below threshold","30.4543","cytosol","14.44","0.97","0","4.79","cytosol","15.76","1.06","0","3.18","cytosol","16.17","1.09","0","","below threshold","below threshold","13.8047","0.930703","0","1.49828","Plasma membrane H+-pantothenate symporter; confers sensitivity to the antifungal agent fenpropimorph"
"PHO87","YCR037C","ER","25.5","","cell periphery","65.4521","missing","0","cell periphery,punctate","21.246","cell periphery,punctate","31.4002","ER","19.23","0.75","-1","","ER","20.1","0.78","0","","ER","16.75","0.65","-1","","","","","","","","Low-affinity inorganic phosphate (Pi) transporter, involved in activation of PHO pathway; expression is independent of Pi concentration and Pho4p activity; contains 12 membrane-spanning segments"
"DNF2","YDR093W","cell periphery","30.13","10.1479","cell periphery,ER,bud neck","57.2795","ER,bud neck","64.3303","cell periphery,bud","23.3916","punctate,bud neck","39.4601","cell periphery","34.84","1.15","0","11.84","cell periphery","29.66","0.98","0","7.25","cell periphery","22.09","0.73","-1","","cell periphery","cell periphery","21.1922","0.703285","0","5.69352","Aminophospholipid translocase (flippase) that localizes primarily to the plasma membrane; contributes to endocytosis, protein transport and cell polarity; type 4 P-type ATPase"
"ITR1","YDR497C","cell periphery","178.56","66.5693","cell periphery,vacuole","45.929","cell periphery,vacuole","59.5194","cell periphery,ER,vacuole","97.8147","below threshold","25.9965","cell periphery","115.05","0.64","0","48.99","punctate","","","0","","vacuole","","","","","cell periphery","cell periphery","122.296","0.68488","-1","30.4453","Myo-inositol transporter with strong similarity to the minor myo-inositol transporter Itr2p, member of the sugar transporter superfamily; expression is repressed by inositol and choline via Opi1p and derepressed via Ino2p and Ino4p"
"GIT1","YCR098C","below threshold","15.58","4.49174","cell periphery,vacuole","137.536","cell periphery,vacuole","251.373","below threshold","18.1416","cell periphery,punctate","46.6305","cytosol","14.18","0.9","0","5.31","cytosol","15.61","1","0","2.6","cytosol","17.48","1.12","0","","below threshold","below threshold","15.004","0.962174","0","1.58402","Plasma membrane permease, mediates uptake of glycerophosphoinositol and glycerophosphocholine as sources of the nutrients inositol and phosphate; expression and transport rate are regulated by phosphate and inositol availability"
"YDL012C","YDL012C","","","","cell periphery,punctate,bud","192.754","cell periphery,vacuole","154.476","cell periphery,punctate,bud","154.699","bud","43.3062","","","","","","","","","","","","","","","","","","","","","",""
"OSH2","YDL019C","cell periphery","32.11","","cell periphery,punctate,bud","114.868","cell periphery,punctate","142.267","cell periphery","24.8172","cytosol","56.4811","technical problem","","","","","cell periphery","37.78","1.17","0","","cell periphery","55.94","1.74","1","","","","","","","","Member of an oxysterol-binding protein family with seven members in S. cerevisiae; family members have overlapping, redundant functions in sterol metabolism and collectively perform a function essential for viability"
"STL1","YDR536W","","","","cell periphery,vacuole","43.3012","cell periphery,vacuole","54.9618","below threshold","18.4029","below threshold","27.2849","","","","","","","","","","","","","","","","","","","","","",""
"ERV14","YGL054C","ER","102.61","31.6742","cell periphery,ER,punctate","72.602","ER,vacuole","151.484","ER,vacuole","62.6612","below threshold","24.3972","ER","80.94","0.78","0","29.48","ER","77.76","0.75","0","20.33","punctate","","","","","ER","ER","102.017","0.994163","0","13.0383","Protein localized to COPII-coated vesicles, involved in vesicle formation and incorporation of specific secretory cargo; required for the delivery of bud-site selection protein Axl2p to cell surface; related to Drosophila cornichon"
"RSR1","YGR152C","cytosol","36.45","11.627","cell periphery,ER","88.4116","cell periphery,vacuole","160.728","ambiguous,cell periphery","49.553","cytosol","41.4052","cytosol","36.03","0.98","0","29.68","cytosol","36.72","1","0","7.95","cytosol","36.93","1.01","0","","cytosol","cytosol","28.7051","0.78723","0","6.48005","GTP-binding protein of the ras superfamily required for bud site selection, morphological changes in response to mating pheromone, and efficient cell fusion; localized to the plasma membrane; significantly similar to mammalian Rap GTPases"
"YGL082W","YGL082W","cytosol","39.21","","cell periphery","115.433","cell periphery","0","cell periphery","30.8273","cell periphery","48.8103","cytosol","46.61","1.18","0","","cytosol","54.13","1.38","1","","cytosol","71.94","1.83","1","","","","","","","","Putative protein of unknown function; predicted prenylation/proteolysis target of Afc1p and Rce1p; green fluorescent protein (GFP)-fusion protein localizes to the cytoplasm and nucleus; YGL082W is not an essential gene"
"ISC1","YER019W","","","","cell periphery,ER","64.3726","cell periphery,ER","114.622","below threshold","16.8098","ER","37.8531","","","","","","","","","","","","","","","","","","","","","",""
"SNG1","YGR197C","below threshold","16.38","4.50707","cell periphery,punctate","65.0397","cell periphery,vacuole","108.649","below threshold","23.5709","cell periphery","34.2324","cytosol","12.69","0.77","0","4.13","cytosol","15.16","0.92","0","2.85","cytosol","16.8","1.02","0","","below threshold","below threshold","14.5684","0.888625","0","1.61587","Protein involved in nitrosoguanidine (MNNG) resistance; expression is regulated by transcription factors involved in multidrug resistance"
"PDR11","YIL013C","below threshold","14.66","","cell periphery","92.0383","cell periphery,vacuole","109.568","below threshold","18.3078","cell periphery","40.2635","cytosol","16.74","1.14","0","","cytosol","16.11","1.09","0","","cytosol","16.43","1.12","0","","","","","","","","ATP-binding cassette (ABC) transporter, multidrug transporter involved in multiple drug resistance; mediates sterol uptake when sterol biosynthesis is compromisedregulated by Pdr1p; required for anaerobic growth"
"YGL140C","YGL140C","cytosol","25.64","","cell periphery,ER","59.8476","ER","67.7091","ambiguous,ER","22.2697","below threshold","27.1134","cytosol","25.18","0.98","0","","cytosol","28.45","1.1","0","","cytosol","28.34","1.1","0","","","","","","","","Putative protein of unknown function; non-essential gene; contains multiple predicted transmembrane domains"
"FCY2","YER056C","below threshold","17.22","3.79446","cell periphery","85.7847","cell periphery,vacuole","133.723","cell periphery","102.326","cell periphery","37.7736","cytosol","13.29","0.77","0","4.13","cytosol","14.47","0.84","0","3.5","cytosol","18.01","1.04","0","","below threshold","below threshold","15.049","0.873508","0","1.82164","Purine-cytosine permease, mediates purine (adenine, guanine, and hypoxanthine) and cytosine accumulation"
"FCY21","YER060W","below threshold","16.78","3.96298","cell periphery","82.3591","cell periphery,vacuole","117.371","below threshold","18.406","cell periphery,punctate","42.0997","cytosol","13.93","0.82","0","3.78","cytosol","15.23","0.9","0","3.06","cytosol","16.95","1","0","","below threshold","below threshold","14.4319","0.859664","0","1.60522","Putative purine-cytosine permease, very similar to Fcy2p but cannot substitute for its function"
"FCY22","YER060W-A","","","","cell periphery,vacuole","57.4567","cell periphery,vacuole","111.231","below threshold","12.6691","cell periphery,punctate","33.668","","","","","","","","","","","","","","","","","","","","","",""
"AZR1","YGR224W","below threshold","17.89","4.17732","cell periphery","77.0237","cell periphery,vacuole","113.583","cell periphery","23.4541","cytosol","35.38","cytosol","","","0","","cytosol","","","0","","cytosol","","","","","below threshold","below threshold","","","0","","Plasma membrane transporter of the major facilitator superfamily, involved in resistance to azole drugs such as ketoconazole and fluconazole"
"DIE2","YGR227W","below threshold","16.09","3.84026","cell periphery,ER","47.454","ER","70.5658","below threshold","21.4198","ER,punctate","31.9109","cytosol","18.1","1.12","0","6.55","cytosol","17.11","1.06","0","3.94","cytosol","16.88","1.04","0","","below threshold","below threshold","16.2362","1.00876","0","1.61493","Dolichyl-phosphoglucose-dependent alpha-1,2 glucosyltransferase of the ER, functions in the pathway that synthesizes the dolichol-linked oligosaccharide precursor for N-linked protein glycosylation, has a role in regulation of ITR1 and INO1"
"TNA1","YGR260W","ER","193.95","79.8155","cell periphery,vacuole","90.9742","cell periphery,vacuole","145.541","vacuole","30.6192","punctate","28.3498","ER","58.73","0.3","-1","29.31","ER","177.53","0.91","0","38.74","ER","25.27","0.13","-1","4.25","ER","ER","180.382","0.930006","0","52.5386","High affinity nicotinic acid plasma membrane permease, responsible for uptake of low levels of nicotinic acid; expression of the gene increases in the absence of extracellular nicotinic acid or para-aminobenzoate (PABA)"
"SAY1","YGR263C","","","","cell periphery,ER,punctate","100.637","cell periphery,ER,punctate","166.405","below threshold","19.9736","punctate","43.1172","","","","","","","","","","","","","","","","","","","","","",""
"SHO1","YER118C","bud neck","","7.29005","cell periphery,ER,bud neck","104.652","cell periphery,ER,bud neck","155.694","bud neck","22.6819","punctate,bud neck","31.9144","bud neck","","","0","","bud neck","","","0","","bud neck","19.13","0.7","-1","","bud neck","bud neck","22.642","0.839186","0","3.28612","Transmembrane osmosensor, participates in activation of both the Cdc42p- and MAP kinase-dependent filamentous growth pathway and the high-osmolarity glycerol response pathway"
"YOR1","YGR281W","cell periphery","32.72","10.864","cell periphery","80.9159","cell periphery,vacuole","74.4337","cell periphery","31.611","below threshold","28.5839","cell periphery","39.58","1.2","0","11.22","cell periphery","37.52","1.14","0","10.21","cell periphery","26.18","0.79","0","","cytosol","cell periphery","23.859","0.728854","0","5.45084","Plasma membrane ATP-binding cassette (ABC) transporter, multidrug transporter mediates export of many different organic anions including oligomycin; similar to human cystic fibrosis transmembrane receptor (CFTR)"
"MAL11","YGR289C","below threshold","16.72","4.09213","cell periphery,vacuole","76.3023","vacuole","114.222","below threshold","15.1416","punctate","29.0891","cytosol","14.02","0.83","0","4.99","cytosol","14.56","0.87","0","2.4","cytosol","15.51","0.92","0","","below threshold","below threshold","15.7916","0.943795","0","2.81738","Inducible high-affinity maltose transporter (alpha-glucoside transporter); encoded in the MAL1 complex locus; member of the 12 transmembrane domain superfamily of sugar transporters; broad substrate specificity that includes maltotriose"
"SLM1","YIL105C","punctate","37.4","7.84341","cell periphery,punctate","63.2395","cell periphery,punctate","70.4666","punctate","27.6524","cell periphery,punctate","35.8192","punctate","45.38","1.21","0","16.39","punctate","45.05","1.2","0","7.47","punctate","38.7","1.03","0","","punctate","punctate","38.8763","1.03904","0","4.94777","Phosphoinositide PI4,5P(2) binding protein, forms a complex with Slm2p; acts downstream of Mss4p in a pathway regulating actin cytoskeleton organization in response to stress; phosphorylated by the TORC2 complex"
"LAG1","YHL003C","below threshold","13.89","4.04343","cell periphery,ER,punctate","125.239","ER","142.152","punctate,nuclear periphery","55.2525","punctate,nuclear periphery","44.1413","cytosol","14.95","1.07","0","5.2","cytosol","13.94","1","0","3.49","cytosol","16.07","1.15","0","7.02","below threshold","below threshold","14.794","1.06415","0","1.89468","Ceramide synthase component, involved in synthesis of ceramide from C26(acyl)-coenzyme A and dihydrosphingosine or phytosphingosine, functionally equivalent to Lac1p"
"QDR1","YIL120W","below threshold","16.19","4.67571","cell periphery,ER","59.3728","cell periphery,vacuole","57.1939","below threshold","17.5535","cytosol","29.3143","cytosol","15.22","0.93","0","5.11","cytosol","15.87","0.97","0","2.99","cytosol","16.93","1.04","0","","below threshold","below threshold","15.1893","0.937539","0","1.74789","Multidrug transporter of the major facilitator superfamily, required for resistance to quinidine, ketoconazole, fluconazole, and barban"
"DUR3","YHL016C","cytosol","23.77","8.55923","cell periphery,ER","45.0722","ER","21.0983","below threshold","18.1175","below threshold","22.0358","cytosol","15.66","0.65","0","6.52","cytosol","17.7","0.74","0","5.01","vacuole,cell periphery","","","","","cytosol","cytosol","16.3347","0.687121","-1","2.64988","Plasma membrane transporter for both urea and polyamines, expression is highly sensitive to nitrogen catabolite repression and induced by allophanate, the last intermediate of the allantoin degradative pathway"
"QDR2","YIL121W","cell periphery","28.44","7.59028","cell periphery","51.7206","cell periphery,vacuole","113.532","below threshold","22.8741","#N/A","","cell periphery","24.02","0.84","0","10.12","cell periphery","28.34","0.99","0","7.52","vacuole","","","","","cell periphery","cell periphery","22.4624","0.789556","0","4.55815","Multidrug transporter of the major facilitator superfamily, required for resistance to quinidine, barban, cisplatin, and bleomycin; may have a role in potassium uptake"
"YHL026C","YHL026C","below threshold","18.74","","cell periphery","72.2659","cell periphery,vacuole","162.805","below threshold","18.4495","cell periphery","38.8506","cytosol","14.39","0.76","0","","cytosol","17.3","0.92","0","","cytosol","16.97","0.9","0","","","","","","","","Putative protein of unknown function; YHL026C is not an essential gene; in 2005 the start site was moved 141 nt upstream (see Locus History)"
"BRR6","YGL247W","nuclear periphery","22.58","4.82178","cell periphery,ER,punctate","33.8995","ER,vacuole","50.2872","below threshold","15.7625","below threshold","25.1555","nuclear periphery","17.66","0.78","-1","4.89","nuclear periphery","18.18","0.8","-1","5.61","nuclear periphery","18","0.79","-1","","nuclear periphery","nuclear periphery","21.5307","0.953479","0","4.10297","Essential nuclear envelope integral membrane protein required for nuclear envelope morphology, nuclear pore complex localization, nuclear export; exhibits synthetic lethal genetic interactions with genes involved in lipid metabolism"
"SLN1","YIL147C","below threshold","19.92","5.86915","cell periphery","54.3505","cell periphery","70.8327","below threshold","18.5825","below threshold","28.2578","cytosol","19.74","0.99","0","6.4","cytosol","19.65","0.98","0","3.27","cytosol","19.31","0.96","0","","below threshold","below threshold","16.567","0.831176","0","2.47678","Histidine kinase osmosensor that regulates a MAP kinase cascade; transmembrane protein with an intracellular kinase domain that signals to Ypd1p and Ssk1p, thereby forming a phosphorelay system similar to bacterial two-component regulators"
"ARN1","YHL040C","below threshold","15.27","3.88239","cell periphery,vacuole","57.5364","missing","","below threshold","0","cytosol","31.491","cytosol","14.53","0.95","0","4.58","cytosol","15.32","1","0","3.4","cytosol","15.68","1.02","0","","below threshold","below threshold","15.0475","0.984947","0","2.57757","Transporter, member of the ARN family of transporters that specifically recognize siderophore-iron chelates; responsible for uptake of iron bound to ferrirubin, ferrirhodin, and related siderophores"
"HXT10","YFL011W","below threshold","16.49","4.17391","cell periphery,vacuole","89.9587","cell periphery,vacuole","175.951","below threshold","13.3626","punctate","31.8805","cytosol","14.61","0.88","0","5.04","cytosol","15.48","0.93","0","4.76","cytosol","17.06","1.03","0","","below threshold","below threshold","14.375","0.871483","0","2.18173","Putative hexose transporter, expressed at low levels and expression is repressed by glucose"
