Gene Name,ORF,SD Localization,SD Intensity (Median),SD STD,N' NOP1pr-GFP in SD Localization,N' NOP1pr-GFP in SD Intensity,N' TEF2pr-mCherry in SD Localization,N' TEF2pr-mCherry in SD Intensity,N' NATIVEpr-GFP in SD Localization,N' NATIVEpr-GFP in SD Intensity,N' TEF2pr-VC and Cyto-VN in SD Localization,N' TEF2pr-VC and Cyto-VN in SD Intensity,DTT Localization,DTT Intensity (Median),DTT Fold Change,Significance of DTT Intensity (Median) Change,DTT STD,H2O2 Localization,H2O2 Intensity (Median),H2O2 Fold Change,Significance of H2O2 Intensity (Median) Change,H2O2 STD,Starvation Localization,Starvation Intensity (Median),Starvation Fold Change,Significance of Starvation Intensity (Median) Change,Starvation STD,Pup2 DAmP Localization,MA3 Localization,MA3 Intensity (Median),MA3 Fold Change,Significance of MA3 Intensity (Median) Change,MA3 STD,Description
"ENA5","YDR038C","below threshold","18.03","4.29428","cell periphery,vacuole","93.3594","below threshold","6.53209","below threshold","17.8555","ER","32.098","cytosol","16.86","0.93","0","5.24","cytosol","16.68","0.92","0","2.81","cytosol","17","0.94","0","","below threshold","below threshold","16.3346","0.905782","0","1.80978","Protein with similarity to P-type ATPase sodium pumps, member of the Na+ efflux ATPase family"
"ENA2","YDR039C","cytosol","22.6","5.38827","cell periphery,vacuole","87.3762","cell periphery,vacuole","127.214","below threshold","14.5978","cell periphery,punctate","34.3193","cytosol","22.61","1","0","7.32","cytosol","21.02","0.93","0","3.26","cytosol","22.27","0.98","0","","cytosol","cytosol","19.0266","0.841816","0","2.83044","P-type ATPase sodium pump, involved in Na+ efflux to allow salt tolerance; likely not involved in Li+ efflux"
"ENA1","YDR040C","below threshold","15.61","4.66355","cell periphery,vacuole","99.6614","missing","0","below threshold","16.4167","ER","34.3524","cytosol","16.87","1.08","0","5.35","cytosol","16.8","1.07","0","3.71","cytosol","16","1.02","0","","below threshold","below threshold","14.8144","0.948266","0","1.5872","P-type ATPase sodium pump, involved in Na+ and Li+ efflux to allow salt tolerance"
"THI74","YDR438W","below threshold","16.51","3.77887","vacuole","35.2297","vacuole","48.7453","below threshold","19.3148","below threshold","23.9784","cytosol","16.68","1","0","5.15","cytosol","21.29","1.28","0","3.71","cytosol","25.11","1.52","0","","below threshold","below threshold","16.919","1.02408","0","3.20123","Mitochondrial transporter repressible by thiamine"
"PPN1","YDR452W","cytosol","21.02","5.66213","vacuole","79.1259","vacuole","156.016","vacuole","28.5979","below threshold","27.5915","cytosol","19.68","0.93","0","5.81","cytosol","20.37","0.96","0","5.53","cytosol","17.73","0.84","0","","cytosol","cytosol","23.7727","1.13072","0","3.68333","Vacuolar endopolyphosphatase with a role in phosphate metabolism; functions as a homodimer"
"YCL021W-A","YCL021W-A","cytosol","19.92","","vacuole","72.9696","vacuole","130.078","below threshold","16.574","below threshold","28.3824","cytosol","16.29","0.81","0","","cytosol","16.93","0.85","0","","cytosol","17.79","0.89","0","","","","","","","","Putative protein of unknown function"
"FEN2","YCR028C","below threshold","14.83","4.15759","cell periphery,vacuole","65.5413","cell periphery,vacuole","134.507","missing","0","below threshold","30.4543","cytosol","14.44","0.97","0","4.79","cytosol","15.76","1.06","0","3.18","cytosol","16.17","1.09","0","","below threshold","below threshold","13.8047","0.930703","0","1.49828","Plasma membrane H+-pantothenate symporter; confers sensitivity to the antifungal agent fenpropimorph"
"ITR1","YDR497C","cell periphery","178.56","66.5693","cell periphery,vacuole","45.929","cell periphery,vacuole","59.5194","cell periphery,ER,vacuole","97.8147","below threshold","25.9965","cell periphery","115.05","0.64","0","48.99","punctate","","","0","","vacuole","","","","","cell periphery","cell periphery","122.296","0.68488","-1","30.4453","Myo-inositol transporter with strong similarity to the minor myo-inositol transporter Itr2p, member of the sugar transporter superfamily; expression is repressed by inositol and choline via Opi1p and derepressed via Ino2p and Ino4p"
"GIT1","YCR098C","below threshold","15.58","4.49174","cell periphery,vacuole","137.536","cell periphery,vacuole","251.373","below threshold","18.1416","cell periphery,punctate","46.6305","cytosol","14.18","0.9","0","5.31","cytosol","15.61","1","0","2.6","cytosol","17.48","1.12","0","","below threshold","below threshold","15.004","0.962174","0","1.58402","Plasma membrane permease, mediates uptake of glycerophosphoinositol and glycerophosphocholine as sources of the nutrients inositol and phosphate; expression and transport rate are regulated by phosphate and inositol availability"
"STL1","YDR536W","","","","cell periphery,vacuole","43.3012","cell periphery,vacuole","54.9618","below threshold","18.4029","below threshold","27.2849","","","","","","","","","","","","","","","","","","","","","",""
"SIT1","YEL065W","vacuole","34.79","18.5757","vacuole","39.0146","cell periphery,vacuole","47.8497","vacuole","17.4648","#N/A","","vacuole","18.93","0.54","-1","13.15","vacuole","34.45","0.99","0","15.33","vacuole","22.79","0.65","-1","","vacuole","vacuole","19.782","0.568475","-1","5.23772","Ferrioxamine B transporter, member of the ARN family of transporters that specifically recognize siderophore-iron chelates; transcription is induced during iron deprivation and diauxic shift; potentially phosphorylated by Cdc28p"
"HNM1","YGL077C","cell periphery","120.67","39.6101","ER,vacuole","65.1577","cell periphery,vacuole","125.856","ER,vacuole","44.6048","#N/A","","cell periphery","59.69","0.49","-1","25.46","punctate","","","0","","vacuole","","","","","cell periphery","cell periphery","69.9676","0.579768","-1","14.2104","Choline/ethanolamine transporter; involved in the uptake of nitrogen mustard and the uptake of glycine betaine during hypersaline stress; co-regulated with phospholipid biosynthetic genes and negatively regulated by choline and myo-inositol"
"YER053C-A","YER053C-A","ER","81.36","","vacuole","18.3577","below threshold","5.47404","below threshold","16.8947","#N/A","23.582","ER","80.54","0.98","0","","ER","79.99","0.98","0","","ER","403.25","4.95","1","","","","","","","","Putative protein of unknown function; green fluorescent protein (GFP)-fusion protein localizes to the endoplasmic reticulum"
"FCY22","YER060W-A","","","","cell periphery,vacuole","57.4567","cell periphery,vacuole","111.231","below threshold","12.6691","cell periphery,punctate","33.668","","","","","","","","","","","","","","","","","","","","","",""
"DFG10","YIL049W","cytosol","20.01","5.06582","vacuole","20.4267","below threshold","6.71035","below threshold","18.2661","#N/A","22.9446","cytosol","19.13","0.95","0","6.21","cytosol","20.1","1","0","3.26","cytosol","15.8","0.78","0","","cytosol","cytosol","20.6386","1.031","0","3.41716","Protein of unknown function, involved in filamentous growth"
"TNA1","YGR260W","ER","193.95","79.8155","cell periphery,vacuole","90.9742","cell periphery,vacuole","145.541","vacuole","30.6192","punctate","28.3498","ER","58.73","0.3","-1","29.31","ER","177.53","0.91","0","38.74","ER","25.27","0.13","-1","4.25","ER","ER","180.382","0.930006","0","52.5386","High affinity nicotinic acid plasma membrane permease, responsible for uptake of low levels of nicotinic acid; expression of the gene increases in the absence of extracellular nicotinic acid or para-aminobenzoate (PABA)"
"TPN1","YGL186C","ER","20.58","6.67243","vacuole","37.578","cell periphery,vacuole","74.7639","ER,vacuole","26.9406","below threshold","23.2808","ER","14.28","0.69","-1","4.83","ER","17.6","0.85","0","3.23","ER","21.65","1.05","0","","ER","ER","16.2169","0.787578","0","3.4198","Plasma membrane pyridoxine (vitamin B6) transporter; member of the purine-cytosine permease subfamily within the major facilitator superfamily; proton symporter with similarity to Fcy21p, Fcy2p, and Fcy22p"
"YIL089W","YIL089W","below threshold","17","3.91769","punctate,vacuole","41.0386","vacuole","59.3997","below threshold","18.1588","below threshold","23.4354","cytosol","18.02","1.05","0","6.57","cytosol","14.74","0.86","0","1.93","cytosol","19.79","1.16","0","","below threshold","below threshold","17.8721","1.05102","0","4.21022","Putative protein of unknown function"
"MAL11","YGR289C","below threshold","16.72","4.09213","cell periphery,vacuole","76.3023","vacuole","114.222","below threshold","15.1416","punctate","29.0891","cytosol","14.02","0.83","0","4.99","cytosol","14.56","0.87","0","2.4","cytosol","15.51","0.92","0","","below threshold","below threshold","15.7916","0.943795","0","2.81738","Inducible high-affinity maltose transporter (alpha-glucoside transporter); encoded in the MAL1 complex locus; member of the 12 transmembrane domain superfamily of sugar transporters; broad substrate specificity that includes maltotriose"
"COS6","YGR295C","below threshold","15.73","3.75285","vacuole","46.0022","vacuole","74.9798","below threshold","16.8965","below threshold","23.3268","cytosol","16.36","1.04","0","5.39","cytosol","17.16","1.09","0","3.43","cytosol","28.02","1.78","0","","below threshold","below threshold","16.7732","1.06592","0","2.14284","Protein of unknown function, member of the DUP380 subfamily of conserved, often subtelomerically-encoded proteins"
"APM2","YHL019C","punctate","17.8","4.75323","vacuole","39.2134","nucleus","48.5226","below threshold","18.2289","cytosol","29.1453","punctate","18.28","1.02","0","4.37","punctate","19.65","1.1","0","4.17","punctate","22.5","1.26","0","","punctate","punctate","15.8566","0.890198","0","1.93112","Protein of unknown function, homologous to the medium chain of mammalian clathrin-associated protein complex; involved in vesicular transport"
"MNT2","YGL257C","below threshold","16.51","4.21254","vacuole","70.1553","ER,vacuole","143.385","below threshold","17.2079","below threshold","24.9518","cytosol","16.63","1","0","6.82","cytosol","16.99","1.02","0","2.74","cytosol","15.09","0.91","0","","below threshold","below threshold","17.6081","1.06592","0","2.6609","Mannosyltransferase involved in adding the 4th and 5th mannose residues of O-linked glycans"
"MUP3","YHL036W","below threshold","17.04","5.55749","vacuole","20.0905","vacuole","13.0193","below threshold","17.2111","below threshold","22.5855","cytosol","14.44","0.84","0","5.3","cytosol","16.22","0.95","0","3.64","cytosol","34.87","2.04","0","","below threshold","below threshold","14.9815","0.87859","0","2.06213","Low affinity methionine permease, similar to Mup1p"
"ARN1","YHL040C","below threshold","15.27","3.88239","cell periphery,vacuole","57.5364","missing","","below threshold","0","cytosol","31.491","cytosol","14.53","0.95","0","4.58","cytosol","15.32","1","0","3.4","cytosol","15.68","1.02","0","","below threshold","below threshold","15.0475","0.984947","0","2.57757","Transporter, member of the ARN family of transporters that specifically recognize siderophore-iron chelates; responsible for uptake of iron bound to ferrirubin, ferrirhodin, and related siderophores"
"ARN2","YHL047C","below threshold","15.84","4.18057","vacuole","59.4286","vacuole","94.8622","below threshold","15.576","below threshold","24.4877","cytosol","14.62","0.92","0","4.68","cytosol","15.52","0.97","0","2.82","cytosol","16.56","1.04","0","","below threshold","below threshold","14.536","0.917113","0","2.15808","Transporter, member of the ARN family of transporters that specifically recognize siderophore-iron chelates; responsible for uptake of iron bound to the siderophore triacetylfusarinine C"
"COS8","YHL048W","ER","25.8","5.83587","vacuole","43.2898","below threshold","6.11958","below threshold","16.1364","#N/A","23.0196","ER","28.04","1.08","0","15.52","ER","24.46","0.94","0","6.33","ER","28.62","1.1","0","","ER","ER","25.3473","0.982192","0","4.1516","Nuclear membrane protein, member of the DUP380 subfamily of conserved, often subtelomerically-encoded proteins; regulation suggests a potential role in the unfolded protein response"
"DAL4","YIR028W","below threshold","15.54","3.68926","vacuole","68.9232","vacuole","86.6411","below threshold","15.5278","below threshold","26.4476","cytosol","15.2","0.97","0","4.67","cytosol","16.97","1.09","0","4.36","vacuole","69.33","4.46","0","","below threshold","below threshold","15.1471","0.974326","0","1.46349","Allantoin permease; expression sensitive to nitrogen catabolite repression and induced by allophanate, an intermediate in allantoin degradation"
"HXT10","YFL011W","below threshold","16.49","4.17391","cell periphery,vacuole","89.9587","cell periphery,vacuole","175.951","below threshold","13.3626","punctate","31.8805","cytosol","14.61","0.88","0","5.04","cytosol","15.48","0.93","0","4.76","cytosol","17.06","1.03","0","","below threshold","below threshold","14.375","0.871483","0","2.18173","Putative hexose transporter, expressed at low levels and expression is repressed by glucose"
"COS12","YGL263W","below threshold","17.61","4.31522","punctate,vacuole","48.7342","vacuole","93.6887","below threshold","13.9407","below threshold","25.0658","cytosol","16.5","0.93","0","5","cytosol","17.51","0.99","0","4.34","cytosol","26.26","1.49","0","","below threshold","below threshold","16.8079","0.954214","0","2.30704","Protein of unknown function, member of the DUP380 subfamily of conserved, often subtelomerically-encoded proteins"
"YFL040W","YFL040W","below threshold","15.25","","vacuole","31.6351","vacuole","58.5594","below threshold","17.5891","below threshold","22.1357","cytosol","15.33","1","0","","cytosol","14.23","0.93","0","","cytosol","18.38","1.2","0","","","","","","","","Putative transporter, member of the sugar porter family; YFL040W is not an essential gene"
"MUP1","YGR055W","","","","cell periphery,vacuole","41.2245","cell periphery,vacuole","59.0332","missing","0","below threshold","26.125","","","","","","","","","","","","","","","","","","","","","",""
"COS4","YFL062W","below threshold","15.5","4.17867","punctate,vacuole","67.766","vacuole","84.8362","below threshold","17.513","below threshold","24.2193","cytosol","15.28","0.98","0","5.4","cytosol","14.64","0.94","0","3.02","cytosol","16.39","1.05","0","","below threshold","below threshold","15.5571","1.00348","0","1.89451","Protein of unknown function, member of the DUP380 subfamily of conserved, often subtelomerically-encoded proteins"
"IRC8","YJL051W","cytosol","18.76","5.50546","cell periphery,vacuole","29.3672","missing","0","below threshold","16.9497","#N/A","20.1061","cytosol","18.87","1","0","6.55","cytosol","17.8","0.94","0","3.33","cytosol","16.94","0.9","0","","cytosol","cytosol","19.8816","1.05926","0","3.44495","Bud tip localized protein of unknown function; mRNA is targeted to the bud by a She2p dependent transport system; mRNA is cell cycle regulated via Fkh2p, peaking in G2/M phase; null mutant displays increased levels of spontaneous Rad52p foc"
"ASG7","YJL170C","below threshold","16.09","3.50085","punctate,vacuole","58.8815","vacuole","96.9169","below threshold","20.7854","below threshold","25.7287","cytosol","15.26","0.94","0","5.37","cytosol","15.29","0.95","0","2.75","cytosol","14.53","0.9","0","","below threshold","below threshold","16.414","1.01955","0","2.78182","Protein that regulates signaling from a G protein beta subunit Ste4p and its relocalization within the cell; specific to a-cells and induced by alpha-factor"
"CPS1","YJL172W","","","","vacuole","148.637","vacuole","114.653","below threshold","20.0115","vacuole membrane","37.9359","","","","","","","","","","","","","","","","","","","","","",""
"PRM6","YML047C","below threshold","14.25","4.22873","vacuole","20.8414","vacuole","23.8593","below threshold","19.7728","below threshold","25.0028","cytosol","14.57","1.02","0","4.95","cytosol","15.25","1.06","0","3.34","cytosol","16.49","1.15","0","","below threshold","below threshold","14.0354","0.984082","0","1.57646","Pheromone-regulated protein, predicted to have 2 transmembrane segments; regulated by Ste12p during mating"
"SMA2","YML066C","below threshold","13.78","4.25736","punctate,vacuole","33.5695","cell periphery,punctate,vacuole","50.469","below threshold","21.0197","below threshold","23.9459","cytosol","15.66","1.13","0","4.77","cytosol","18.21","1.32","0","3.44","cytosol","21.75","1.57","0","","below threshold","below threshold","17.0223","1.23475","0","3.71121","Meiosis-specific prospore membrane protein; required to produce bending force necessary for proper assembly of the prospore membrane during sporulation"
"STE6","YKL209C","vacuole","37.1","12.0211","vacuole","28.3175","vacuole","38.3696","below threshold","19.1982","below threshold","24.8356","vacuole","22.84","0.61","-1","7.21","vacuole","26.8","0.72","0","7.11","vacuole","","","","","vacuole","vacuole","27.4889","0.740792","0","6.05","Plasma membrane ATP-binding cassette (ABC) transporter required for the export of a-factor, catalyzes ATP hydrolysis coupled to a-factor transport; contains 12 transmembrane domains and two ATP binding domains; expressed only in MATa cells"
"JEN1","YKL217W","below threshold","18.06","5.62483","cell periphery,vacuole","32.3602","vacuole","48.8936","below threshold","21.4517","below threshold","24.711","cytosol","16.36","0.9","0","6.14","cytosol","17.73","0.98","0","5.33","cytosol","14.59","0.8","0","","below threshold","below threshold","15.9797","0.884709","0","2.73704","Lactate transporter, required for uptake of lactate and pyruvate; phosphorylated; expression is derepressed by transcriptional activator Cat8p during respiratory growth, and repressed in the presence of glucose, fructose, and mannose"
"COS3","YML132W","below threshold","14.23","4.7106","vacuole","43.3789","vacuole","93.6235","below threshold","16.6358","below threshold","25.6084","cytosol","15.22","1.06","0","7.75","cytosol","14.51","1.01","0","2.81","cytosol","17.96","1.26","0","","below threshold","below threshold","15.0777","1.05906","0","2.11605","Protein involved in salt resistance; interacts with sodium:hydrogen antiporter Nha1p; member of the DUP380 subfamily of conserved, often subtelomerically-encoded proteins"
"HXT2","YMR011W","cell periphery","177.05","124.276","cell periphery,vacuole","76.7686","cell periphery,vacuole","124.297","cell periphery,cytosol","41.7229","cell periphery,punctate","35.8446","cell periphery","202.22","1.14","0","125.19","cell periphery","189.84","1.07","0","59.47","punctate, cell periphery","","","","","cell periphery","cell periphery","275.251","1.55463","1","116.077","High-affinity glucose transporter of the major facilitator superfamily, expression is induced by low levels of glucose and repressed by high levels of glucose"
"PTR2","YKR093W","cell periphery","35.17","23.6929","cell periphery,vacuole","70.664","cell periphery,vacuole","87.7904","cytosol","18.3037","cell periphery,punctate","35.7474","cell periphery","51.27","1.45","1","32.29","cell periphery","27.18","0.77","0","11.2","cell periphery","20.51","0.58","-1","","cell periphery","cell periphery","32.58","0.926242","0","15.8612","Integral membrane peptide transporter, mediates transport of di- and tri-peptides; conserved protein that contains 12 transmembrane domains; PTR2 expression is regulated by the N-end rule pathway via repression by Cup9p"
"DAL5","YJR152W","below threshold","17.62","4.18957","cell periphery,vacuole","73.6655","cell periphery,vacuole","189.583","below threshold","18.4609","cell periphery,punctate","30.6288","cytosol","13.08","0.74","0","4.37","cytosol","13.5","0.76","0","3.65","ER","54.83","3.11","0","","below threshold","below threshold","15.405","0.873712","0","2.28827","Allantoate permease; ureidosuccinate permease; also transports dipeptides, though with lower affinity than for allantoate and ureidosuccinate; expression is constitutive but sensitive to nitrogen catabolite repression"
"VPS38","YLR360W","punctate","18.7","5.02211","vacuole","25.2051","punctate","10.6388","punctate","21.1997","below threshold","24.5199","punctate","19.79","1.05","0","6.05","punctate","19.67","1.05","0","3.5","punctate","20.57","1.09","0","","punctate","punctate","18.8145","1.0059","0","2.25981","Part of a Vps34p phosphatidylinositol 3-kinase complex that functions in carboxypeptidase Y (CPY) sorting; binds Vps30p and Vps34p to promote production of phosphatidylinositol 3-phosphate (PtdIns3P) which stimulates kinase activity"
"MPH3","YJR160C","","","","cell periphery,vacuole","46.2692","cell periphery,vacuole","74.6467","below threshold","18.5979","cytosol","29.9597","","","","","","","","","","","","","","","","","","","","","",""
"FPS1","YLL043W","cell periphery","28","7.05157","cell periphery,punctate,vacuole","55.1469","cell periphery,vacuole","79.9687","below threshold","22.4898","cell periphery,punctate","32.9353","cell periphery","25.77","0.92","0","8.92","cell periphery","22.35","0.79","0","4.33","cell periphery","27.99","0.99","0","","cell periphery","cell periphery","22.5969","0.806934","0","3.55024","Plasma membrane channel, member of major intrinsic protein (MIP) family; involved in efflux of glycerol and in uptake of acetic acid and the trivalent metalloids arsenite and antimonite; phosphorylated by Hog1p MAPK under acetate stress"
"YCT1","YLL055W","below threshold","18","","cell periphery,punctate,vacuole","77.9134","cell periphery,vacuole","162.912","below threshold","22.3905","cell periphery","33.4626","cytosol","15.22","0.84","0","","cytosol","20.16","1.11","0","","ER","116.21","6.45","0","","","","","","","","High-affinity cysteine-specific transporter with similarity to the Dal5p family of transporters; green fluorescent protein (GFP)-fusion protein localizes to the endoplasmic reticulum; YCT1 is not an essential gene"
"DCR2","YLR361C","below threshold","14.84","3.12781","vacuole","44.7334","vacuole","78.4486","below threshold","16.0121","#N/A","0","cytosol","17.65","1.18","0","6.27","cytosol","16.25","1.09","0","3.27","cytosol","15.52","1.04","0","","below threshold","below threshold","15.8212","1.06574","0","2.2455","Phosphoesterase involved in downregulation of the unfolded protein response, at least in part via dephosphorylation of Ire1p; dosage-dependent positive regulator of the G1/S phase transition through control of the timing of START"
"YMR155W","YMR155W","below threshold","16.88","4.22911","vacuole","55.4221","vacuole","109.481","below threshold","19.0417","punctate","33.1386","cytosol","13.94","0.82","0","4.18","cytosol","17.39","1.03","0","5.13","cytosol","17.01","1","0","","below threshold","below threshold","14.241","0.843557","0","1.80955","Putative protein of unknown function; identified as interacting with Hsp82p in a high-throughput two-hybrid screen"
"YLR046C","YLR046C","below threshold","16.81","4.12334","vacuole","49.3331","vacuole","73.5532","below threshold","20.3917","below threshold","23.8189","cytosol","15.78","0.93","0","5.69","cytosol","17.32","1.03","0","3.96","cytosol","16.71","0.99","0","","below threshold","below threshold","17.398","1.03427","0","2.70177","Putative membrane protein; member of the fungal lipid-translocating exporter (LTE) family of proteins; transcription is activated by paralogous transcription factors Yrm1p and Yrr1p along with genes involved in multidrug resistance"
"MNL2","YLR057W","","","","vacuole","30.6153","missing","","below threshold","19.0573","below threshold","23.9113","","","","","","","","","","","","","","","","","","","","","","Putative protein of unknown function; YLR050C is not an essential gene"
"YMR279C","YMR279C","below threshold","17.09","4.45501","cell periphery,vacuole","53.4734","cell periphery,vacuole","75.2138","below threshold","19.9294","below threshold","29.0165","cytosol","","","0","","cytosol","","","0","","cytosol","","","","","below threshold","below threshold","","","0","","Putative protein of unknown function; identified as a heat-induced gene in a high-throughout screen; YMR279C is not an essential gene"
"COS1","YNL336W","vacuole","27.27","8.88492","vacuole","46.7143","vacuole","49.527","below threshold","19.7049","below threshold","24.7292","vacuole","45.85","1.68","1","18.27","vacuole","19.15","0.7","-1","4.56","vacuole","32.15","1.17","0","","vacuole","vacuole","20.5383","0.752967","0","3.43303","Protein of unknown function, member of the DUP380 subfamily of conserved, often subtelomerically-encoded proteins"
"ATO2","YNR002C","below threshold","15.45","3.97055","punctate,vacuole","29.9928","cell periphery,vacuole","20.6655","below threshold","21.0336","below threshold","25.9666","cytosol","14.65","0.94","0","4.66","cytosol","13.89","0.89","0","3.01","cytosol","17.23","1.11","0","","below threshold","below threshold","15.1943","0.983021","0","1.95471","Putative transmembrane protein involved in export of ammonia, a starvation signal that promotes cell death in aging colonies; phosphorylated in mitochondria; member of the TC 9.B.33 YaaH family; homolog of Ady2p and Y. lipolytica Gpr1p"
"FET4","YMR319C","below threshold","14.55","3.90015","cell periphery,vacuole","66.9462","cell periphery,vacuole","83.1895","below threshold","23.5696","cell periphery","29.7232","cytosol","14.42","0.99","0","5.07","cytosol","15.63","1.07","0","3.1","cytosol","16.31","1.12","0","","below threshold","below threshold","15.5565","1.06846","0","2.58455","Low-affinity Fe(II) transporter of the plasma membrane"
"TRE1","YPL176C","below threshold","17.76","4.14439","punctate,vacuole","48.4426","vacuole","65.9709","below threshold","22.3058","below threshold","25.5168","cytosol","19.98","1.12","0","6.33","cytosol","16.22","0.91","0","3.9","cytosol","28.11","1.58","0","","below threshold","below threshold","16.9234","0.952376","0","3.22961","Plasma membrane protein that binds to Bsd2p and regulates ubiquitylation and vacuolar degradation of the metal transporter Smf1p; function is redundant with that of Tre2p; has similarity to transferrin receptors"
